
ş,so3,ش
şehîdlik,so3hbu2dlk,شهيدلک
şehîr,so3hbu2r,شهير
şehîr,so3hyr,شهیر
şehîridir,so3hyrydr,شهیریدر
şek,so3k,شک
şek,so3o4ko0,شَکْ
şekaavet,so3fo2ewbo2,شقاوت
şekavet,so3fo2ewbo2,شقاوت
şekavet-i,so3fo2ewbo2u4,شقاوتِ
şekavete,so3fo2ewbo2h,شقاوته
şekaveti,so3fo2ewbo2y,شقاوتی
şekavetin,so3fo2ewbo2ko3,شقاوتڭ
şekavetinden,so3fo2ewbo2bo1dbo1,شقاوتندن
şekavetine,so3fo2ewbo2bo1h,شقاوتنه
şekavetiyle,so3fo2ewbo2ylh,شقاوتیله
şekavetle,so3fo2ewbo2lh,شقاوتله
şekavetleri,so3fo2ewbo2lry,شقاوتلری
şekavetlerinden,so3fo2ewbo2lrbo1dbo1,شقاوتلرندن
şekavetlerini,so3fo2ewbo2lrybo1y,شقاوتلرینی
şekavetli,so3fo2ewbo2ly,شقاوتلی
şekavettir,so3fo2ewbo2dr,شقاوتدر
şekavetçi,so3fo2ewbo2xu1y,شقاوتجی
şeker bağlanmak,so3kr bu1eao1lebo1mfo2,شکر باغلانمق
şeker koymak,so3kr fo2wmfo2,شکر قومق
şeker,so3kr,شکر
şekerab,so3krebu1,شکراب
şekerci,so3krxu1y,شکرجی
şekerden,so3krdbo1,شکردن
şekerhand,so3krxo1bo1d,شکرخند
şekeri,so3kry,شکری
şekerin,so3krko3,شکرڭ
şekeriyle,so3krylh,شکریله
şekerle,so3krl,شکرل
şekerle,so3krlh,شکرله
şekerleb,so3krlbu1,شکرلب
şekerleme,so3krlmh,شکرلمه
şekerleme,so3krlmh||,شکرلمه‌
şekerlemeden,so3krlmh||dbo1,شکرلمه‌دن
şekerlemek,so3krlmk,شکرلمک
şekerlemeler,so3krlmh||lr,شکرلمه‌لر
şekerlemeleri,so3krlmh||lry,شکرلمه‌لری
şekerlemeye,so3krlmh||yh,شکرلمه‌یه
şekerlen,so3krlbo1,شکرلن
şekerlenmek,so3krlbo1mk,شکرلنمک
şekerleri,so3krlry,شکرلری
şekerli,so3krly,شکرلی
şekerâb,so3krebu1,شکراب
şekib,so3kybu1,شکیب
şekiba,so3kybu1e,شکیبا
şekibai,so3kybu1ebo5y,شکیبائی
şekil,so3kl,شکل
şekilce,so3klxu1h,شکلجه
şekilde,so3kldh,شکلده
şekildeki,so3kldh||ky,شکلده‌کی
şekildir,so3kldr,شکلدر
şekiller,so3kllr,شکللر
şekillerde,so3kllrdh,شکللرده
şekillerdeki,so3kllrdh||ky,شکللرده‌کی
şekillere,so3kllrh,شکللره
şekilleri,so3kllry,شکللری
şekillerinde,so3kllrbo1dh,شکللرنده
şekillerindeki,so3kllrbo1dh||ky,شکللرنده‌کی
şekillerini,so3kllrybo1y,شکللرینی
şekilleriyle,so3kllrylh,شکللریله
şekillerle,so3kllrlh,شکللرله
şekilsiz,so3klsro1,شکلسز
şekime,so3kymh,شکیمه
şeki̇l,so3kl,شکل
şekk,so3k,شک
şekk,so3ko8,شکّ
şekk,so3o4ko0,شَکْ
şekk-i,so3ko8u4,شکِّ
şekke,so3ko8h,شکّه
şekki,so3ko8y,شکّی
şekkin,so3ko8ko3,شکّڭ
şekktir,so3ko8dr,شکّدر
şekl (şekil),so3kl,شکل
şekl,so3kl,شکل
şekl-i,so3klu4,شکلِ
şekle,so3klh,شکله
şeklen,so3kle,شکلا
şeklen,so3kleo44,شکلاً
şeklerin,so3klrko3,شکلرڭ
şeklerine,so3klrybo1h,شکلرینه
şekli,so3kly,شکلی
şeklimde,so3klmdh,شکلمده
şeklin,so3klko3,شکلڭ
şeklinde,so3klbo1dh,شکلنده
şeklindedir,so3klbo1dh||dr,شکلنده‌در
şeklindeki,so3klbo1dh||ky,شکلنده‌کی
şeklinden,so3klbo1dbo1,شکلندن
şekline,so3klbo1h,شکلنه
şeklini,so3klbo1y,شکلنی
şeklinin,so3klbo1ko3,شکلنڭ
şekliyle,so3klylh,شکلیله
şeklî,so3kly,شکلی
şeksiz,so3ksro1,شکسز
şekspir,so3ksbu3r,شکسپر
şekspirler,so3ksbu3rlr,شکسپرلر
şekte,so3kdh,شکده
şekva'ya,so3kweyh,شکوایه
şekva,so3kwe,شکوا
şekva,so3kwy,شکوی
şekva,so3o4ko0wo4e,شَکْوَا
şekvacı,so3kwexu1y,شکواجی
şekvada,so3kwedh,شکواده
şekvadadır,so3kwedh||dr,شکواده‌در
şekvadır,so3kwedr,شکوادر
şekvalar,so3kwelr,شکوالر
şekvalara,so3kwelrh,شکوالره
şekvaları,so3kwelry,شکوالری
şekvalarımı,so3kwelrymy,شکوالریمی
şekvalarını,so3kwelrybo1y,شکوالرینی
şekvalarının,so3kwelrybo1ko3,شکوالرینڭ
şekvalı,so3kwely,شکوالی
şekvama,so3kwemh,شکوامه
şekvamı,so3kwemy,شکوامی
şekvamızı,so3kwemro1y,شکوامزی
şekvanamedir,so3kwebo1emh||dr,شکوانامه‌در
şekvanın,so3kwebo1ko3,شکوانڭ
şekvası,so3kwesy,شکواسی
şekvasına,so3kwesbo1h,شکواسنه
şekvasını,so3kwesbo1y,شکواسنی
şekvaya,so3kweyh,شکوایه
şekvayı,so3kweyy,شکوایی
şekvâ,so3kwe,شکوا
şekvâ,so3o4ko0wo4e,شَکْوَا
şekvâya,so3kweyh,شکوایه
şekâvet,so3fo2ewbo2,شقاوت
şekîb,so3kbu2bu1,شکيب
şekîbâ,so3kbu2bu1e,شکيبا
şekîbâî,so3kbu2bu1ebo5y,شکيبائی
şekîme,so3kymh,شکیمه
şekûr,so3kwr,شکور
şelale,so3lelh,شلاله
şelgam,so3lao1m,شلغم
şellale,so3lelh||,شلاله‌
şellâle,so3lelh,شلاله
şelvar,so3lwer,شلوار
şelvarbend,so3lwerbu1bo1d,شلواربند
şelvâr,so3lwer,شلوار
şelvârbend,so3lwerbu1bo1d,شلواربند
şelâle,so3lelh,شلاله
şem',so3ma,شمع
şem'-i asel,so3ma asl,شمع عسل
şem'-i,so3mau4,شمعِ
şem'a,so3mah,شمعه
şem'a,so3mah||,شمعه‌
şem'a-i,so3mahu4,شمعهِ
şem'dan,so3madebo1,شمعدان
şem'in,so3mako3,شمعڭ
şem'un-u,so3mawbo1u4,شمعونِ
şem'î'nin,so3maybo1ko3,شمعینڭ
şem'î,so3may,شمعی
şema,so3h<>me,شه‌ما
şema,so3h||me,شه‌ما
şemadan (şamdan),so3mah debo1,شمعه دان
şemadân (şamdan),so3mah debo1,شمعه دان
şemail,so3mebo5l,شمائل
şemail-i,so3meyo5lu4,شمائلِ
şemate,so3meth||,شماطه‌
şematetine,so3mebo2bo2bo1h,شماتتنه
şematetini,so3mebo2bo2bo1y,شماتتنی
şematetkârane,so3mebo2bo2kerebo1h,شماتتکارانه
şematetle,so3mebo2bo2lh,شماتتله
şematetli,so3mebo2bo2ly,شماتتلی
şemdinan,so3ymdybo1ebo1,شیمدینان
şemim,so3mym,شمیم
şemm,so3mo8,شمّ
şemm,so3o4mo8,شَمّ
şemmas'ın,so3mo8esko3,شمّاسڭ
şemme,so3mh,شمه
şemme,so3mh||,شمه‌
şemme,so3o4mo8o4h,شَمَّه
şempanze,so3bu2mbu3ebo1ro1h,شيمپانزه
şempanze,so3ymbu3ebo1ro1h||,شیمپانزه‌
şems'den,so3msdbo1,شمسدن
şems'e,so3msh,شمسه
şems'i,so3msy,شمسی
şems'in,so3msko3,شمسڭ
şems'te,so3msdh,شمسده
şems'ten,so3msdbo1,شمسدن
şems,so3ms,شمس
şems,so3o4mo0so0,شَمْسْ
şems-i ezel ve ebed,so3o4mo0su4 eo4ro1o4l wo4 eo4bu1o4do0,شَمْسِ اَزَل وَ اَبَدْ
şems-i ezeli,so3o4mo0su4 eo4ro1o4ly,شَمْسِ اَزَلی
şems-i ezeliye,so3o4mo0su4 eo4ro1o4lu4bu2o4h,شَمْسِ اَزَلِيَه
şems-i ezeliye,so3o4mo0su4 eo4ro1o4lu4yo4h||,شَمْسِ اَزَلِیَه‌
şems-i ezelî,so3o4mo0su4 eo4ro1o4lbu2,شَمْسِ اَزَلي
şems-i hakikat,so3o4mo0su4 xo4fo2yfo2o4bo2o0,شَمْسِ حَقیقَتْ
şems-i hakîkat,so3o4mo0su4 xo4fo2bu2fo2o4bo2o0,شَمْسِ حَقيقَتْ
şems-i hidayet,so3o4mo0su4 hdu4eo4yo4bo2o0,شَمْسِ هدِاَیَتْ
şems-i hidâyet,so3o4mo0su4 hdu4eo4bu2o4bo2o0,شَمْسِ هدِاَيَتْ
şems-i kemalat,so3o4mo0su4 ko4mo4elo4ebo2o0,شَمْسِ کَمَالَاتْ
şems-i kemâlât,so3o4mo0su4 ko4mo4elo4ebo2o0,شَمْسِ کَمَالَاتْ
şems-i nübüvvet,so3o4mo0su4 bo1o9bu1o9wo4o8bo2o0,شَمْسِ نُبُوَّتْ
şems-i sermed,so3o4mo0su4 so4ro0mo4do0,شَمْسِ سَرْمَدْ
şems-i sermedi,so3o4mo0su4 so4ro0mo4dy,شَمْسِ سَرْمَدی
şems-i sermedî,so3o4mo0su4 so4ro0mo4dbu2,شَمْسِ سَرْمَدي
şems-i,so3msu4,شمسِ
şems-i̇ ezel ve ebed,so3o4mo0su4 eo4ro1o4l wo4 eo4bu1o4do0,شَمْسِ اَزَل وَ اَبَدْ
şems-i̇ ezeli̇,so3o4mo0su4 eo4ro1o4ly,شَمْسِ اَزَلی
şems-i̇ ezeli̇ye,so3o4mo0su4 eo4ro1o4lu4yo4h||,شَمْسِ اَزَلِیَه‌
şems-i̇ haki̇kat,so3o4mo0su4 xo4fo2yfo2o4bo2o0,شَمْسِ حَقیقَتْ
şems-i̇ hi̇dayet,so3o4mo0su4 hdu4eo4yo4bo2o0,شَمْسِ هدِاَیَتْ
şems-i̇ kemalat,so3o4mo0su4 ko4mo4elo4ebo2o0,شَمْسِ کَمَالَاتْ
şems-i̇ nübüvvet,so3o4mo0su4 bo1o9bu1o9wo4o8bo2o0,شَمْسِ نُبُوَّتْ
şems-i̇ sermed,so3o4mo0su4 so4ro0mo4do0,شَمْسِ سَرْمَدْ
şems-i̇ sermedi̇,so3o4mo0su4 so4ro0mo4dy,شَمْسِ سَرْمَدی
şems-misal,so3ms||mbo3el,شمس‌مثال
şems-üs,so3ms el,شمس ال
şems-üş,so3ms el,شمس ال
şemsden,so3msdbo1,شمسدن
şemse,so3msh,شمسه
şemseddin,so3ms eldybo1,شمس الدین
şemsi'yi,so3msy||yy,شمسی‌یی
şemsi,so3msy,شمسی
şemsidir,so3msydr,شمسیدر
şemsimiz,so3msmro1,شمسمز
şemsimizden,so3msmro1dbo1,شمسمزدن
şemsin,so3msko3,شمسڭ
şemsinden,so3msbo1dbo1,شمسندن
şemsinin,so3msbo1ko3,شمسنڭ
şemsiye'mizle,so3msyh||mro1lh,شمسیه‌مزله
şemsiye'nin,so3msyh||bo1ko3,شمسیه‌نڭ
şemsiye'yi,so3msyh||yy,شمسیه‌یی
şemsiye,so3msbu2h,شمسيه
şemsiye,so3msyh,شمسیه
şemsiye,so3msyh||,شمسیه‌
şemsiyeci,so3msbu2h||xu1y,شمسيه‌جی
şemsiyeci,so3msyh<>xu1y,شمسیه‌جی
şemsiyecilik,so3msbu2h||xu1bu2lk,شمسيه‌جيلک
şemsiyecilik,so3msyh<>xu1ylk,شمسیه‌جیلک
şemsiyedeki,so3msyh||dh||ky,شمسیه‌ده‌کی
şemsiyeden,so3msyh||dbo1,شمسیه‌دن
şemsiyelik,so3msbu2h||lk,شمسيه‌لک
şemsiyelik,so3msyh<>lk,شمسیه‌لک
şemsiyenin,so3msyh||bo1ko3,شمسیه‌نڭ
şemsiyeye,so3msyh||yh,شمسیه‌یه
şemsiyeyi,so3msyh||yy,شمسیه‌یی
şemsiyye,so3msbu2h,شمسيه
şemsiyye,so3msyh||,شمسیه‌
şemsler,so3mslr,شمسلر
şemslere,so3mslrh,شمسلره
şemslerin,so3mslrko3,شمسلرڭ
şemste,so3msdh,شمسده
şemsten,so3msdbo1,شمسدن
şemstir,so3msdr,شمسدر
şemstirler,so3msdrlr,شمسدرلر
şemsî,so3msy,شمسی
şemsüşşümus'u,so3ms elso3o8mwsy,شمس الشّموسی
şemsüşşümus,so3ms elso3o8mws,شمس الشّموس
şemta,so3mte,شمطا
şemtâ,so3o4mo0te,شَمْطا
şemâil,so3mebo5l,شمائل
şemâte,so3meth,شماطه
şemîm,so3mbu2m,شميم
şemşir,so3mso3yr,شمشیر
şemşîr,so3mso3bu2r,شمشير
şem’,so3ma,شمع
şem’a,so3mah<>,شمعه‌
şem’a,so3mah||,شمعه‌
şem’dan,so3madebo1,شمعدان
şen şuh,so3bo1 so3wxo1,شن شوخ
şen şûh,so3bo1 so3wxo1,شن شوخ
şen,so3bo1,شن
şenaat,so3bo1eabo2,شناعت
şenaat,so3o4bo1o4eao4bo2o0,شَنَاعَتْ
şenaata,so3bo1eabo2h,شناعته
şenaate,so3bo1eabo2h,شناعته
şenaati,so3bo1eabo2y,شناعتی
şenaatinin,so3bo1eabo2bo1ko3,شناعتنڭ
şenaatler,so3bo1eabo2lr,شناعتلر
şenaatı,so3bo1eabo2y,شناعتی
şenaetler,so3bo1eabo2lr,شناعتلر
şenbe,so3bo1bu1h,شنبه
şenbe,so3bo1bu1h||,شنبه‌
şeni',so3bo1ya,شنیع
şeni',so3o4bo1yao0,شَنیعْ
şeni'lerini,so3bo1yalrybo1y,شنیعلرینی
şeni,so3bo1ya,شنیع
şenii,so3bo1yay,شنیعی
şeni̇',so3o4bo1yao0,شَنیعْ
şeni’,so3bo1ya,شنیع
şenlen,so3bo1lbo1,شنلن
şenlendi,so3bo1lbo1dy,شنلندی
şenlendir,so3bo1lbo1dyr,شنلندیر
şenlendirdi,so3bo1lbo1dyrdy,شنلندیردی
şenlendirdiler,so3bo1lbo1dyrdylr,شنلندیردیلر
şenlendirdiği,so3bo1lbo1dyrdyko7y,شنلندیردیگی
şenlendirecek,so3bo1lbo1dyrh||xu1k,شنلندیره‌جک
şenlendiren,so3bo1lbo1dyrbo1,شنلندیرن
şenlendirilecek,so3bo1lbo1dyrylh||xu1k,شنلندیریله‌جک
şenlendirilmesi,so3bo1lbo1dyrlmsy,شنلندیرلمسی
şenlendirilmiş,so3bo1lbo1dyrlmso3,شنلندیرلمش
şenlendirilmiştir,so3bo1lbo1dyrlmso3dr,شنلندیرلمشدر
şenlendirip,so3bo1lbo1dyrwbu1,شنلندیروب
şenlendiriyor,so3bo1lbo1dyryywr,شنلندیرییور
şenlendiriyorlar,so3bo1lbo1dyryywrlr,شنلندیرییورلر
şenlendirmek,so3bo1lbo1dbu2rmk,شنلنديرمک
şenlendirmek,so3bo1lbo1drmk,شنلندرمک
şenlendirmek,so3bo1lbo1dyrmk,شنلندیرمک
şenlendirmek,so3lbo1drmk,شلندرمک
şenlendirmekle,so3bo1lbo1dyrmklh,شنلندیرمکله
şenlendirmeyeceklerdi,so3bo1lbo1dyrmyh||xu1klrdy,شنلندیرمیه‌جکلردی
şenlendirmiş,so3bo1lbo1dyrmso3,شنلندیرمش
şenlendirmişler,so3bo1lbo1dyrmso3lr,شنلندیرمشلر
şenlendirsin,so3bo1lbo1dyrsybo1,شنلندیرسین
şenlenecek,so3bo1lbo1h||xu1k,شنلنه‌جک
şenlenir,so3bo1lh||bo1yr,شنله‌نیر
şenleniyor,so3bo1lh||bo1yywr,شنله‌نییور
şenlenmek,so3bo1lbo1mk,شنلنمک
şenlenmesine,so3bo1lbo1mh||sbo1h,شنلنمه‌سنه
şenlenmiş,so3bo1lbo1mso3,شنلنمش
şenlik,so3bo1lk,شنلک
şenlikle,so3bo1lklh,شنلکله
şenliklerden,so3bo1lklrdbo1,شنلکلردن
şenlikli,so3bo1lkly,شنلکلی
şenliksiz,so3bo1lksro1,شنلکسز
şenliği,so3bo1lko7y,شنلگی
şenliğinin,so3bo1lko7bo1ko3,شنلگنڭ
şentürk'ün,so3bo1bo2wrkko3,شنتورکڭ
şenâat,so3bo1eabo2,شناعت
şenâat,so3o4bo1o4eao4bo2o0,شَنَاعَتْ
şenî',so3bo1bu2a,شنيع
şenî',so3bo1ya,شنیع
şenî',so3o4bo1bu2ao0,شَنيعْ
şenî,so3bo1bu2a,شنيع
şenşuh,so3bo1so3wxo1,شنشوخ
şenşûh,so3bo1so3wxo1,شنشوخ
şer',so3ra,شرع
şer'-i,so3rau4,شرعِ
şer'a,so3rah,شرعه
şer'an,so3o4ro0ao44e,شَرْعًا
şer'an,so3rae,شرعا
şer'an,so3rao44e,شرعًا
şer'de,so3radh,شرعده
şer'dir,so3radr,شرعدر
şer'i,so3ray,شرعی
şer'im,so3ram,شرعم
şer'in,so3rako3,شرعڭ
şer'iye,so3rabu2h,شرعيه
şer'iye,so3rayh,شرعیه
şer'iye,so3rayh||,شرعیه‌
şer'iye-i,so3rayhu4,شرعیهِ
şer'iyede,so3rayh||dh,شرعیه‌ده
şer'iyedeki,so3rayh||dh||ky,شرعیه‌ده‌کی
şer'iyeden,so3rayh||dbo1,شرعیه‌دن
şer'iyedir,so3rayh||dr,شرعیه‌در
şer'iyenin,so3rayh||bo1ko3,شرعیه‌نڭ
şer'iyesi,so3rayh||sy,شرعیه‌سی
şer'iyesince,so3rayh||sbo1xu1h,شرعیه‌سنجه
şer'iyesinde,so3rayh||sbo1dh,شرعیه‌سنده
şer'iyesine,so3rayh||sbo1h,شرعیه‌سنه
şer'iyesini,so3rayh||sbo1y,شرعیه‌سنی
şer'iyeye,so3rayh||yh,شرعیه‌یه
şer'iyeyi,so3rayh||yy,شرعیه‌یی
şer'iyye,so3rayh,شرعیه
şer'iyyeye,so3rayh||yh,شرعیه‌یه
şer'iyyeyi,so3rayh||yy,شرعیه‌یی
şer'î,so3ray,شرعی
şer'îde,so3raydh,شرعیده
şer'îdir,so3raydr,شرعیدر
şer'înin,so3raybo1ko3,شرعینڭ
şer'îsi,so3raysy,شرعیسی
şer'îsine,so3raysbo1h,شرعیسنه
şer'îyi,so3ray||yy,شرعی‌یی
şer,so3o4ro0,شَرْ
şer,so3r,شر
şerabhar,so3rebu1xo1wer,شرابخوار
şerafet,so3o4ro4efo1o4bo2o0,شَرَافَتْ
şerafet,so3refo1bo2,شرافت
şerafet-i,so3refo1bo2u4,شرافتِ
şerafetini,so3refo1bo2bo1y,شرافتنی
şerafette,so3refo1bo2dh,شرافتده
şerait,so3o4ro4ebo5u4to0,شَرَائِطْ
şerait,so3rebo5t,شرائط
şerait,so3reyo5t,شرائط
şerait-i hayat,so3o4ro4ebo5u4tu4 xo4yo4ebo2o0,شَرَائِطِ حَیَاتْ
şerait-i hayatiye,so3o4ro4ebo5u4tu4 xo4yo4ebo2u4yo4h||,شَرَائِطِ حَیَاتِیَه‌
şerait-i hilafet,so3o4ro4ebo5u4tu4 xo1u4lo4efo1o4bo2o0,شَرَائِطِ خِلَافَتْ
şerait-i,so3reyo5tu4,شرائطِ
şeraite,so3reyo5th,شرائطه
şeraiti,so3reyo5ty,شرائطی
şeraitin,so3reyo5tko3,شرائطڭ
şeraitine,so3reyo5tbo1h,شرائطنه
şeraitini,so3reyo5tbo1y,شرائطنی
şeraitinin,so3reyo5tybo1ko3,شرائطینڭ
şeraitiyle,so3reyo5tylh,شرائطیله
şeraitle,so3reyo5tlh,شرائطله
şerai̇t,so3o4ro4ebo5u4to0,شَرَائِطْ
şerai̇t-i̇ hayat,so3o4ro4ebo5u4tu4 xo4yo4ebo2o0,شَرَائِطِ حَیَاتْ
şerai̇t-i̇ hayati̇ye,so3o4ro4ebo5u4tu4 xo4yo4ebo2u4yo4h||,شَرَائِطِ حَیَاتِیَه‌
şerai̇t-i̇ hi̇lafet,so3o4ro4ebo5u4tu4 xo1u4lo4efo1o4bo2o0,شَرَائِطِ خِلَافَتْ
şeraket,so3rekbo2,شراکت
şerarat,so3rerebo2,شرارات
şerarat-ı,so3rerebo2u4,شراراتِ
şerare,so3rerh||,شراره‌
şeraret,so3rerbo2,شرارت
şeraretiyle,so3rerbo2ylh,شرارتیله
şeraretleri,so3rerbo2lry,شرارتلری
şeraretli,so3rerbo2ly,شرارتلی
şerayi',so3reya,شرایع
şerayin,so3reyybo1,شرایین
şerayi’,so3reya,شرایع
şerbet,so3rbu1bo2,شربت
şerbet-i,so3rbu1bo2u4,شربتِ
şerbetini,so3rbu1bo2bo1y,شربتنی
şerbetinizi,so3rbu1bo2ko3ro1y,شربتڭزی
şerbetler,so3rbu1bo2lr,شربتلر
şerbetlik,so3rbu1bo2lk,شربتلک
şerbetçi,so3rbu1bo2xu1y,شربتجی
şerbetçi,so3rbu1bu2bo2xu1y,شربيتجی
şerbetçi,so3rbu1ybo2xu1y,شربیتجی
şerbetçileri,so3rbu1bo2xu1ylry,شربتجیلری
şerbetçilik,so3rbu1bu2bo2xu1bu2lk,شربيتجيلک
şerbetçilik,so3rbu1ybo2xu1ylk,شربیتجیلک
şerbetçisi,so3rbu1bo2xu1ysy,شربتجیسی
şerde,so3rdh,شرده
şerden,so3rdbo1,شردن
şerdir,so3rdr,شردر
şeref,so3rfo1,شرف
şeref-bahş,so3rfo1||bu1xo1so3,شرف‌بخش
şeref-i,so3rfo1u4,شرفِ
şeref-şiar,so3rfo1||so3aer,شرف‌شعار
şerefbahş,so3rfo1bu1xo1so3,شرفبخش
şerefbahş,so3rfo1||bu1xo1so3,شرف‌بخش
şerefe,so3rfo1h,شرفه
şerefesinde,so3rfo1h||sbo1dh,شرفه‌سنده
şerefesinden,so3rfo1h||sbo1dbo1,شرفه‌سندن
şerefesinin,so3rfo1h||sbo1ko3,شرفه‌سنڭ
şerefi,so3rfo1y,شرفی
şerefim,so3rfo1m,شرفم
şerefimi,so3rfo1my,شرفمی
şerefimiz,so3rfo1mro1,شرفمز
şerefimize,so3rfo1mro1h,شرفمزه
şerefin,so3rfo1ko3,شرفڭ
şerefinden,so3rfo1bo1dbo1,شرفندن
şerefine,so3rfo1bo1h,شرفنه
şerefinedir,so3rfo1bo1h||dr,شرفنه‌در
şerefini,so3rfo1bo1y,شرفنی
şerefinin,so3rfo1bo1ko3,شرفنڭ
şerefiniz,so3rfo1ko3ro1,شرفڭز
şerefinize,so3rfo1ko3ro1h,شرفڭزه
şerefinizi,so3rfo1ko3ro1y,شرفڭزی
şerefiye,so3rfo1bu2h,شرفيه
şerefiye,so3rfo1yh||,شرفیه‌
şerefiyle,so3rfo1ylh,شرفیله
şerefle,so3rfo1lh,شرفله
şereflen,so3rfo1lbo1,شرفلن
şereflendir,so3rfo1lbo1dyr,شرفلندیر
şereflendiren,so3rfo1lbo1dyrbo1,شرفلندیرن
şereflendirmek,so3rfo1lbo1dbu2rmk,شرفلنديرمک
şereflendirmek,so3rfo1lbo1dyrmk,شرفلندیرمک
şereflendirmesi,so3rfo1lbo1dyrmsy,شرفلندیرمسی
şereflenir,so3rfo1lh||bo1yr,شرفله‌نیر
şereflenmek,so3rfo1lbo1mk,شرفلنمک
şereflenmiş,so3rfo1lbo1mso3,شرفلنمش
şerefler,so3rfo1lr,شرفلر
şereflere,so3rfo1lrh,شرفلره
şerefleri,so3rfo1lry,شرفلری
şereflerine,so3rfo1lrybo1h,شرفلرینه
şereflerini,so3rfo1lrybo1y,شرفلرینی
şerefleriyle,so3rfo1lrylh,شرفلریله
şerefli,so3rfo1ly,شرفلی
şerefsadır,so3rfo1zedr,شرفصادر
şerefse,so3rfo1sh,شرفسه
şerefsiz,so3rfo1sro1,شرفسز
şerefsizlik,so3rfo1sro1lk,شرفسزلک
şerefsudur,so3rfo1zdwr,شرفصدور
şerefsudûr,so3rfo1zdwr,شرفصدور
şerefsâdır,so3rfo1zedr,شرفصادر
şerefte,so3rfo1dh,شرفده
şereften,so3rfo1dbo1,شرفدن
şereftir,so3rfo1dr,شرفدر
şerefvarid,so3rfo1werd,شرفوارد
şerefvusul,so3rfo1wzwl,شرفوصول
şerefvusûl,so3rfo1wzwl,شرفوصول
şerefvârid,so3rfo1werd,شرفوارد
şerefyâb,so3rfo1yebu1,شرفیاب
şerefyâbız,so3rfo1yebu1ro1,شرفیابز
şerefzahir,so3rfo1to1ehr,شرفظاهر
şerefzuhur,so3rfo1to1hwr,شرفظهور
şerefzuhûr,so3rfo1to1hwr,شرفظهور
şerefzâhir,so3rfo1to1ehr,شرفظاهر
şerefşiar,so3rfo1||so3aer,شرف‌شعار
şerer,so3rr,شرر
şerh etmek,so3rx e,شرح ا
şerh,so3o4ro0xo0,شَرْحْ
şerh,so3rx,شرح
şerh-i,so3rxu4,شرحِ
şerh-ül,so3rx el,شرح ال
şerha,so3rxh,شرحه
şerha,so3rxh||,شرحه‌
şerheden,so3rx eydbo1,شرح ایدن
şerhet,so3rx eybo2,شرح ایت
şerhetmek,so3rx ebu2bo2mk,شرح ايتمک
şerhetmek,so3rx eybo2mk,شرح ایتمک
şerhetmiş,so3rx eybo2mso3,شرح ایتمش
şerhetmiştir,so3rx eybo2mso3dr,شرح ایتمشدر
şerhettiği,so3rx eybo2dyko7y,شرح ایتدیگی
şerhi,so3rxy,شرحی
şerhidir,so3rxydr,شرحیدر
şerhleri,so3rxlry,شرحلری
şerhlerle,so3rxlrlh,شرحلرله
şeriat,so3o4ryao4bo2o0,شَریعَتْ
şeriat,so3ryabo2,شریعت
şeriat-i,so3ryabo2u4,شریعتِ
şeriat-ı fıtriye,so3o4ryao4bo2u4 fo1u4to0ru4yo4h||,شَریعَتِ فِطْرِیَه‌
şeriat-ı fıtriye-i kübra,so3o4ryao4bo2u4 fo1u4to0ru4yo4u4 ko9bu1o0ro4e,شَریعَتِ فِطْرِیَِ کُبْرَا
şeriat-ı,so3ryabo2u4,شریعتِ
şeriata,so3ryabo2h,شریعته
şeriatcı,so3ryabo2xu1y,شریعتجی
şeriate,so3ryabo2h,شریعته
şeriatine,so3ryabo2bo1h,شریعتنه
şeriatla,so3ryabo2lh,شریعتله
şeriatlar,so3ryabo2lr,شریعتلر
şeriatlara,so3ryabo2lrh,شریعتلره
şeriatlardır,so3ryabo2lrdr,شریعتلردر
şeriatları,so3ryabo2lry,شریعتلری
şeriatların,so3ryabo2lrko3,شریعتلرڭ
şeriatlarının,so3ryabo2lrybo1ko3,شریعتلرینڭ
şeriatleri,so3ryabo2lry,شریعتلری
şeriatsız,so3ryabo2sro1,شریعتسز
şeriatta,so3ryabo2dh,شریعتده
şeriattaki,so3ryabo2dh||ky,شریعتده‌کی
şeriattan,so3ryabo2dbo1,شریعتدن
şeriattandır,so3ryabo2dbo1dr,شریعتدندر
şeriatte,so3ryabo2dh,شریعتده
şeriattır,so3ryabo2dr,شریعتدر
şeriatça,so3ryabo2xu1h,شریعتجه
şeriatı,so3ryabo2y,شریعتی
şeriatımla,so3ryabo2mlh,شریعتمله
şeriatın,so3ryabo2ko3,شریعتڭ
şeriatına,so3ryabo2bo1h,شریعتنه
şeriatında,so3ryabo2bo1dh,شریعتنده
şeriatından,so3ryabo2bo1dbo1,شریعتندن
şeriatını,so3ryabo2bo1y,شریعتنی
şeriatının,so3ryabo2bo1ko3,شریعتنڭ
şeriatıyla,so3ryabo2ylh,شریعتیله
şeriatşikenane,so3ryabo2||so3kbo1ebo1h,شریعت‌شکنانه
şerid,so3rbu2d,شريد
şerid,so3ryd,شرید
şerid-i,so3rybo2u4,شریتِ
şeridi,so3rydy,شریدی
şeridinde,so3rydbo1dh,شریدنده
şeridine,so3rydybo1h,شریدینه
şeridiz,so3rydro1,شریدز
şeridleri,so3rydlry,شریدلری
şerif'e,so3ryfo1h,شریفه
şerif'i,so3ryfo1y,شریفی
şerif'in,so3ryfo1ko3,شریفڭ
şerif'inde,so3ryfo1bo1dh,شریفنده
