a,h
KADÎR-İ EZELÎ,fo2o4dbu2ru4 eo4ro1o4lbu2
KADÎR-İ HAKÎM,fo2o4dbu2ru4 xo4kbu2mo0
KADÎR-İ MUTLAK,fo2o4dbu2ru4 mo9to0lo4fo2o0
KADÎR-İ RAHÎM,fo2o4dbu2ru4 ro4xbu2mo0
KADÎR-İ ZÜLCELÂL,fo2o4dbu2ru4 do1o9w elo0xu1o4lo4elo0
KÂFÎ,ko4efo1bu2
KAHT VE GALÂ,fo2o4xo0to9 wo4 ao1o4lo4e
KĀİDE,fo2o4eau4do4h
KAİDETEN,fo2o4eau4do4ho2o44
KĀL,fo2o4elo0
KALAK,fo2o4lo4fo2o0
KALEM-İ KADER,fo2o4lo4mu4 fo2o4do4ro0
KALEM-İ KADER-İ İLÂHÎ,fo2o4lo4mu4 fo2o4do4ru4 eu4lo6hbu2
KALEM-İ KUDRET,fo2o4lo4mu4 fo2o9do0ro4bo2o0
KALP LİRA,fo2o4elo0bu3o0 lbu2ro4h
KÂMİLÎN,ko4emu4lu4bu2bo1o0
KÂMİLÎN-İ NEV'-İ BEŞER,ko4emu4lbu2bo1u4 bo1o4wo0au4 bu1o4so3o4ro0
KĀNÛNÎ,fo2o4ebo1o9wbo1u4bu2
KĀNÛN-U EMRÎ,fo2o4ebo1o9wbo1o9 eo4mo0rbu2
KĀNÛN-U KEREM,fo2o4ebo1o9wbo1o9 ko4ro4mo0
KANUN-U TEKÂMÜL,fo2o4ebo1o9wbo1o9 bo2o4ko4emo9lo0
KARIN,fo2o4ru4bo1o0
KARÎN,fo2o4rbu2bo1o0
KASÂVET-İ VAHŞİYÂNE,fo2o4seo4wo4bo2u4 wo4xo0so3u4bu2o4ebo1o4h
KASD-I TEZYÎN,fo2o4zo0du4 bo2o4ro1o0bu2bu2u4bo1o0
KASÎDE,fo2o4zbu2do4h
KASR-I İSLÂMİYET,fo2o4zo0ru4 eu4so0leo4mu4bu2o4bo2o0
KASR-I NAZAR,fo2o4zo0ru4 bo1o4to1o4ro0
KÂTİBÎN-İ KİRÂM,ko4ebo2u4bu1bu2bo1u4 ku4ro4emo0
KAT'İYEN,fo2o4to0au4bu2o44e
KATOLİK,fo2o4ebo2o9wlu4bu2ko0
KAVİL,fo2o4wu4lo0
KAVLEN,fo2o4wo0leo44
KAVLÎ,fo2o4wo0lbu2
KAYD-I HAYSİYET,fo2o4bu2o0du4 xo4bu2o0bo3u4bu2o4bo2o0
KAYID,fo2o4bu2o0do0
KAYYÛM,fo2o4bu2o9o8wmo0
KAZAYI HACET,fo2o4zo1o4ebu2u4 xo4exu1o4bo2o0
KAZÂ-YI İLÂHÎ,fo2o4zo1o4ebu2u4 eu4lo6hbu2
KAZĀ-YI RABBÂNÎ,fo2o4zo1o4ebu2u4 ro4bu1o4o8ebo1bu2
KAZİYE,fo2o4zo1u4bu2o4h
KEFE-İ MÎZÂN,ko4fo1o4u4 mu4bu2ro1o4ebo1o0
KEFETEYN-İ HAVF U RECA,ko4fo1o4bo2o4bu2o0bo1u4 xo1o4wo0fo1o9 w ro4xu1o4e
KEFFÂRET,ko4fo1o4o8ero4bo2o0
KEHKEŞÂN,ko4ho0ko4so3o4ebo1o0
KEHRİBÂR,ko4ho0ru4bu1o4ero0
KEMÂLÂT,ko4mo4elo4ebo2o0
KEMÂLÎ,ko4mo4elbu2
KEMÂL-İ ACZ,ko4mo4elu4 ao4xu1o0ro1o0
KEMÂL-İ ADÂLET,ko4mo4elu4 ao4do4elo4bo2o0
KEMÂL-İ CİDDİYET,ko4mo4elu4 xu1u4du4o8bu2o4bo2o0
KEMÂL-İ EVSÂF,ko4mo4elu4 eo4wo0zo4efo1o0
KEMÂL-İ FAHR,ko4mo4elu4 fo1o4xo1o0ro0
KEMÂL-İ FERAH VE SAÂDET,ko4mo4elu4 fo1o4ro4xo0 wo4 so4ao4edo4bo2o0
KEMÂL-İ HİKMET,ko4mo4elu4 xu4ko0mo4bo2o0
KEMÂL-İ HİLKAT,ko4mo4elu4 xo1u4lo0fo2o4bo2o0
KEMÂL-İ HULÛS VE İŞTİYÂK,ko4mo4elu4 xo1o9lo9wzo0 wo4 eu4so3o0bo2u4bu2o4efo2o0
KEMÂL-İ HÜRMET,ko4mo4elu4 xo9ro0mo4bo2o0
KEMÂL-İ İFTİHÂR,ko4mo4elu4 eu4fo1o0bo2u4xo1o4ero0
KEMÂL-İ İHTİRÂM,ko4mo4elu4 eu4xo0bo2u4ro4emo0
KEMÂL-İ İLMÎ,ko4mo4elu4 au4lo0mbu2
KEMÂL-İ ÎMÂN,ko4mo4elu4 ebu2mo4ebo1o0
KEMÂL-İ İMTİYÂZ,ko4mo4elu4 eu4mo0bo2u4bu2o4ero1o0
KEMÂL-İ İNTİZÂM,ko4mo4elu4 eu4bo1o0bo2u4to1o4emo0
KEMÂL-İ İNTİZĀM,ko4mo4elu4 eu4bo1o0bo2u4to1o4emo0
KEMÂL-İ KEREM,ko4mo4elu4 ko4ro4mo0
KEMÂL-İ KUDRET,ko4mo4elu4 fo2o9do0ro4bo2o0
KEMÂL-İ MERHAMET,ko4mo4elu4 mo4ro0xo4mo4bo2o0
KEMÂL-İ METÂNET,ko4mo4elu4 mo4bo2o4ebo1o4bo2o0
KEMÂL-İ ME'YÛSİYET,ko4mo4elu4 mo4eo5o0bu2o9wsu4bu2o4bo2o0
KEMÂL-İ MÎZÂN,kmo4eo4lu4 mbu2ro1o4ebo1o0
KEMÂL-İ MUHABBET,ko4mo4elu4 mo9xo4bu1o4o8bo2o0
KEMÂL-İ MUTLAK,ko4mo4elu4 mo9to0lo4fo2o0
KEMÂL-İ MUVÂZENE,ko4mo4elu4 mo9wo4ero1o4bo1o4h
KEMÂL-İ RAHMET,ko4mo4elu4 ro4xo0mo4bo2o0
KEMÂL-İ RIZÂ,ko4mo4elu4 ru4zo1o4e
KEMÂL-İ SABIR,ko4mo4elu4 zo4bu1u4ro0
KEMÂL-İ SADÂKAT,ko4mo4elu4 zo4do4efo2o4bo2o0
KEMÂL-İ SIFÂT,ko4mo4elu4 zu4fo1o4ebo2o0
KEMÂL-İ SUHÛLET,ko4mo4elu4 so9ho9wlo4bo2o0
KEMÂL-İ ŞEVK,ko4mo4elu4 so3o4wo0fo2o0
KEMÂL-İ TAACCÜB,ko4mo4elu4 bo2o4ao4xu1o9o8bu1o0
KEMÂL-İ TESLÎMİYET,ko4mo4elu4 bo2o4so0lbu2mu4bu2o4bo2o0
KEMÂL-İ VUZÛH,ko4mo4elu4 wo9zo1o9wxo0
KEMÂL-İ ZAAF,ko4mo4elu4 zo1o4ao4fo1o0
KEMÂL-İ ZAT,ko4mo4elu4 do1o4ebo2o0
KEMÂL-İ ZÂTÎ,ko4mo4elu4 do1o4ebo2bu2
KEMİYET,ko4mu4bu2o4bo2o0
KEMMEN,ko4mo44o8e
KERÂMET-İ ALEVİYE,ko4ro4emo4bo2u4 ao4lo4wu4bu2o4h
KERÂMET-İ ESRÂR-I KUR'ÂNİYE,ko4ro4emo4bo2u4 eo4so0ro4eru4 fo2o9ro0ebo1u4bu2o4h
KERÂMET-İ ZĀHİRE,ko4ro4emo4bo2u4 to1o4ehu4ro4h
KEREM-İ İLÂHÎ,ko4ro4mu4 eu4lhbu2
KERÎM-İ MUTLAK,ko4rbu2mu4 mo9to0lo4fo2o0
KERÎM-İ RAHÎM,ko4ru4bu2mu4 ro4xu4bu2mo0
KERR U FER,ko4ro9o8 w fo1o4ro0
KESAFET,ko4bo3o4efo1o4bo2o0
KESB-İ TEŞAHHUS-U ŞÖHRET,ko4so0bu1u4 bo2o4so3o4xo1o9o8zo9 so3o9ho0ro4bo2o0
KESRET-İ MUTLAKA,ko4bo3o0ro4bo2u4 mo9to0lo4fo2o4h
KEŞFEN,ko4so3o0fo1eo44
KEŞFÎ,ko4so3o0fo1bu2
KEŞF-İ SAHÎH,ko4so3o0fo1u4 zo4xu4bu2xo0
KEŞŞÂF,ko4so3o4o8efo1o0
KEVN Ü MEKÂN,ko4wbo1o9 w mo4ko4ebo1o0
KEVNÎ,ko4wo0bo1bu2
KEVSER-İ KUR'ÂNÎ,ko4wo0bo3o4ru4 fo2o9ro0eo6bo1u4bu2
KEYFEN,ko4bu2o0fo1o44e
KEYFİYETEN,ko4bu2o0fo1u4bu2o4bo2o44e
KISÂS,fo2u4zo4ezo0
KISM-I A'ZAM,fo2u4so0mu4 eo4ao0to1o4mo0
KIŞIR,fo2u4so3u4ro0
KIŞR-I ZÂHİRÎ,fo2u4so3o0ru4 to1o4ehu4rbu2
KIYÂMET-İ KÜBRÂ,fo2u4bu2o4emo4bo2u4 ko9bu1o0ro4e
KIYAMET-İ UMUMİYE,fo2u4bu2emo4bo2u4 ao9mo9wmu4bu2o4h
KIYÂM-I AVÂM,fo2u4bu2o4emu4 ao4wo4emo0
KIYÂSEN,fo2u4bu2o4eso44e
KIYÂS-I ADLÎ,fo2u4bu2o4esu4 ao4do0lu4bu2
KIYÂS-I BİNNEFS,fo2u4bu2o4esu4 bu1u4elbo1o4o8fo1o0so0
KIYÂS-I TEMSÎLÎ,fo2u4bu2o4esu4 bo2o4mo0bo3u4bu2lu4bu2
KİFÂYET,ku4fo1o4ebu2o4bo2o0
KİLE,kbu2lo4h
KİNÂYE,ku4bo1o4ebu2o4h
KİSVE-İ İLMİYE,ku4so0wo4u4 au4lo0mu4bu2o4h
KİTÂBET,ku4bo2o4ebu1o4bo2o0
KİTÂBETEN,ku4bo2o4ebu1o4bo2o44e
KİTÂBET-İ KUDRET,ku4bo2o4ebu1o4bo2u4 fo2o9do0ro4bo2o0
KİTÂB-I KEBÎR,ku4bo2o4ebu1u4 ko4bu1u4bu2ro0
KİTÂB-I KEBÎR-İ ÂLEM,ku4bo2o4ebu1 ko4bu1u4bu2ru4 ao4elo4mo0
KİTÂB-I RABBÂNÎ,ku4bo2o4ebu1u4 ro4bu1o4o8ebo1bu2
KİTLE-İ NÂRİYE,ku4bo2o0lo4u4 bo1o4eru4bu2o4h
KOF,fo2o9wfo1o0
KOMİTE,fo2o9wmu4bu2bo2o4h
KOZMOĞRAFYA,fo2o9wro1o0mo9wao1o0ro4efo1o0bu2o4h
KUBH-U MUTLAK,fo2o9bu1o9xo9 mo9to0lo4fo2o0
KUBUH,fo2o9bu1o9xo0
KUDDÛS,fo2o9do9o8wso0
KUDRET-İ MUTLAKA,fo2o9do0ro4bo2u4 mo9to0lo4fo2o4h
KULÜP,fo2o9lo9wbu1o0
KUMANDAN-I A'ZAM,fo2o9wmo4ebo1o0do4ebo1u4 eo4ao0to1o4mo0
KUR'ÂN-I AZAMET,fo2o9ro0ebo1u4 ao4to1o4mo4bo2o0
KUR'ÂN-I EZHER,fo2o9ro0eo6bo1u4 eo4ro1o0ho4ro0
KUR'ÂN-I MU'CİZÜ'L-BEYÂN,fo2o9ro0ebo1u4 mo9ao0xu1u4ro1o9 elo0bu1o4bu2o4ebo1o0
KUR'ÂN-I MÜBÎN,fo2o9ro0ebo1u4 mo9bu1bu2bo1o0
KURBİYET,fo2o9ro0bu1u4bu2o4bo2o0
KURBİYET-İ İLÂHİYE,fo2o9ro0bu1u4bu2o4bo2u4 eu4lo4hu4bu2o4h
KURBİYET-İ MEKAN,fo2o9ro0bu1u4bu2o4bo2u4 mo4ko4ebo1o0
KURBİYET-İ ZAMAN,fo2o9ro0bu1u4bu2o4bo2u4 ro1o4mo4ebo1o0
KURB-U HUZÛR,fo2o9ro0bu1u4 xo9zo1o9wro0
KURÛN-U UHRÂ,fo2o9ro9wbo1o9 eo9xo1o0rbu2
KURÛN-U ÛLÂ,fo2o9ro9wbo1o9 eo9wlbu2
KUTBİYET,fo2o9to0bu1u4bu2o4bo2o0
KUTB-U A'ZAM,fo2o9to0bu1u4 eo4ao0to1o4mo0
KUTUR,fo2o9to9ro0
KUVVE-İ AKLİYE,fo2o9wo4o8u4 ao4fo2o0lu4bu2o4h
KUVVE-İ GADABİYE,fo2o9wo4o8u4 ao1o4zo1o4bu1u4bu2o4h
KUVVE-İ HÂFIZA,fo2o9wo4o8u4 xo4efo1u4to1o4h
KUVVE-İ MA'NEVİYE,fo2o9wo4o8u4 mo4ao0bo1o4wu4bu2o4h
KUVVE-İ MUSAVVİRE,fo2o9wo4o8u4 mo9zo4wu4o8ro4h
KUVVE-İ MÜFEKKİRE,fo2o9wo4o8u4 mo9fo1o4ku4o8ro4h
KUVVE-İ MÜVELLİDE,fo2o9wo4o8u4 mo9wo4lu4o8do4h
KUVVE-İ ŞEHEVİYE,fo2o9wo4o8u4 so3o4ho4wu4bu2o4h
KUVVE-İ VÂHİME,fo2o9wo4o8u4 wo4ehu4mo4h
KUVVE-İ ZÂİKA,fo2o9wo4o8u4 do1o4ebo5u4fo2o4h
KÜFFÂR,ko9fo1o4o8ero0
KÜFRÂN,ko9fo1o0ro4ebo1o0
KÜFRÂN-I Nİ'MET,ko9fo1o0ro4ebo1u4 bo1u4ao0mo4bo2o0
KÜFR-Ü MAĞRÛRÂNE,ko9fo1o0ru4 mo4ao1o0ro9wro4ebo1o4h
KÜFR-Ü MEŞKÛK,ko9fo1o0ru4 mo4so3o0ko9wko0
KÜFR-Ü MUTLAK,ko9fo1o0ro9 mo9to0lo4fo2o0
KÜFÜV,ko9fo1o9wo0
KÜLHÂN,ko9lo0xo1o4ebo1o0
KÜLHĀN,ko9lo0xo1o4ebo1o0
KÜLLÎ İRÂDE,ko9lo8bu2 eu4ro4edo4h
KÜLLİYÂT,ko9lu4o8bu2o4ebo2o0
KÜLLİYÂT-I UMÛR,ko9lu4o8bu2eo4bo2u4 eo9mo9wro0
KÜLLİYET,ko9lu4o8bu2o4bo2o0
KÜRBET,ko9ro0bu1o4bo2o0
KÜSÛRAT,ko9so9wro4ebo2o0
KÜŞÂDE,ko9so3o4edo4h
KÜTÜB-Ü MUKADDESE,ko9bo2o9bu1o9 mo9fo2o4do4o8so4h
KÜTÜB-Ü MUKADDESE-İ SEMÂVİYE,ko9bo2o9bu1o9 mo9fo2o4do4o8so4u4 so4mo4ewu4bu2o4h
LAFZAN,lo4fo1o0to1o44e
LAFZ-I KÂFİR,lo4fo1o0to1u4 ko4efo1u4ro0
LAFZ-I MA'NİDÂR,lo4fo1o0to1u4 mo4ao0bo1bu2do4ero0
LAFZ-I MÜCESSEM,lo4fo1o0to1u4 mo9xu1o4so4o8mo0
LÂHİK,lo4exu4fo2
LÂHİKA,lo4exu4fo2o4h
LÂYEMÛT,lo4ebu2o4mo9wbo2o0
LÂZIM-I ZARÛRÎ,lo4ero1u4mu4 zo1o4ro9wrbu2
LEVÂZIMÂT,lo4wo4ero1u4mo4ebo2o0
LEVÂZIMÂT-I ARZİYE,lo4wo4ero1u4mo4ebo2u4 eo4ro0zo1u4bu2o4h
LEVH-İ EZELÎ,lo4wo0xu4 eo4ro1o4lbu2
LEVH-İ MAHFÛZ,lo4wo0xu4 mo4xo0fo1o9wto1o0
LEVH-İ MAHFÛZ-U A'ZAM,lo4wo0xu4 mo4xo0fo1o9wto1u4 eo4ao0to1o4mo0
LEVH-İ MAHV U İSBÂT,lo4wo0xu4 mo4xo0wo9 w eu4bo3o0bu1o4ebo2o0
LEVH-İ MİSÂLÎ,lo4wo0xu4 mu4bo3o4elu4bu2
LEYLE-İ KADİR,lo4bu2o0lo4u4 fo2o4du4ro0
LEYLİ,lo4bu2o0lu4bu2
LEYL-İ MÜNEVVER,lo4bu2o0lu4 mo9bo1o4wo4o8ro0
LEZZET-İ MA'RİFET,lo4do1o4o8bo2u4 mo4ao0ru4fo1o4bo2o0
LEZZET-İ RÛHÂNİ,lo4do1o4o8bo2u4 ro9wxo4ebo1u4bu2o4h
LEZZET-İ ŞEYTANİYE,lo4do1o4o8bo2u4 so3o4bu2o0to4ebo1u4bu2o4h
LİBÂS,lu4bu1o4eso0
LİSÂN-I DUÂ,lu4so4ebo1u4 do9ao4e
LİSÂN-I HÂL,lu4so4ebo1u4 xo4elo0
LİSÂN-I MAHSÛS,lu4so4ebo1u4 mo4xo1o0zo9wzo0
LİSÂN-I MA'NÂ,lu4so4ebo1u4 mo4ao0bo1o4e
LİSÂN-I NAHVÎ,lu4so4ebo1u4 bo1o4xo0wbu2
LİSÂN-I NÜBÜVVET,lu4so4ebo1u4 bo1o9bu1o9wo4o8bo2o0
LİYÂKAT,lu4bu2o4efo2o4bo2o0
LÜB,lo9bu1o0
LÜTF-U YEZDÂN,lo9to0fo1o9 bu2o4ro1o0do4ebo1o0
LÜTÛF,lo9to9fo1o0
MAA'L-MEMNÛNİYE,mo4ao4 elo0mo4mo0bo1o9wbo1u4bu2o4h
MAAL-MEMNÛNİYE,mo4ao4 elo0mo4mo0bo1o9wbo1u4bu2o4h
MAÂRİF VEKÎLİ,mo4ao4eru4fo1o0 wo4kbu2lu4bu2
MAA'T-TEESSÜF,mo4ao4 elbo2o4o8eo5o4so9o8fo1o0
MA'BÛD-U BÂKÎ,mo4ao0bu1o9wdo9 bu1o4efo2u4bu2
MA'BÛD-U BİLHAK,mo4ao0bu1o9wdu4 bu1u4elo0xo4fo2o0
MA'BÛD-U CEMÎL-İ ZÜLCELÂL,mo4ao0bu1o9wdo9 xu1o4mu4bu2lu4 do1o9welo0xu1o4lo4elo0
MA'BÛD-U EZELÎ,mo4ao0bu1o9wdu4 eo4ro1o4lbu2
MA'BÛD-U HAKÎKÎ,mo4ao0bu1o9wdo9 xo4fo2bu2fo2bu2
MA'BÛD-U MUTLAK,mo4ao0bu1o9wdu4 mo9to0lo4fo2o0
MA'BÛD-U ZÜLCELAL,mo4ao0bu1o9wdo9 do1o9welo0xu1o4lo4elo0
MA'BÛD-U ZÜLCELÂL,mo4ao0bu1o9wdo9 do1o9welo0xu1o4lo4elo0
MA'CUN,mo4ao0xu1o9wbo1o0
MADDETEN,mo4edo4o8ho2o44
MA'DEN-İ TEKEMMÜL,mo4ao0do4bo1u4 bo2o4ko4mo9o8lo0
MÂDÛN,mo4edo9wbo1o0
MAĞRÛR,mo4ao1o0ro9wro4
MAĞRÛRÂNE,mo4ao1o0ro9wro4ebo1o4h
MAĞRÛREN,mo4ao1o0ro9wro44e
MAHALL-İ İZHÂR,mo4xo4lu4o8 eu4to1o0ho4ero0
MAHALL-İ TAALLUK-U KUDRET,mo4xo4lu4o8 bo2o4ao4lo9o8fo2o9 fo2o9do0ro4bo2o0
MAHALL-İ ZUHÛR,mo4xo4lu4o8 to1o9ho9wro0
MAHBÛB-U BİLHAK,mo4xo0bu1o9wbu1o9 bu1u4elo0xo4fo2o0
MAHBÛB-U EZELÎ,mo4xo0bu1o9wbu1o9 eo4ro1o4lu4bu2
MAHBÛB-U LÂYEZÂL,mo4xo0bu1o9wbu1u4 lo4e bu2o4ro1o4elo0
MAHBUB-U MUTLAK,mo4xo0bu1o9wbu1o9 mo9to0lo4fo2o0
MAHBÛB-U SERMEDÎ,mo4xo0bu1o9wbu1o9 so4ro0mo4dbu2
MAHDÛM,mo4xo1o0do9wmo0
MAHFÛZ,mo4xo0fo1o9wto1o0
MÂHİR,mo4ehu4ro0
MÂHİRÂNE,mo4ehu4ro4ebo1o4h
MÂHİYET,mo4ehu4bu2o4bo2o0
MÂHİYET-İ HAYAT,mo4ehu4bu2o4bo2u4 xo4bu2o4ebo2o0
MÂHİYET-İ HÜVİYET,mo4ehu4bu2o4bo2u4 ho9wu4bu2o4bo2o0
MÂHİYET-İ İLMİYE,mo4ehu4bu2o4bo2u4 au4lo0mu4bu2o4h
MÂHİYET-İ İNSANİYE,mo4ehu4bu2o4bo2u4 eu4bo1o0so4ebo1u4bu2o4h
MÂHİYET-İ MÜCERREDE,mo4ehu4bu2o4bo2o0 mo9xu1o4ro4o8do4h
MAHKEME-İ CELÎLE,mo4xo0ko4mo4u4 xu1o4lbu2lo4h
MAHKEME-İ KÜBRÂ,mo4xo0ko4mo4u4 ko9bu1o0ro4e
MAHKEME-İ TEMYÎZ,mo4xo0ko4mo4u4 bo2o4mo0bu2bu2ro1o0
MAHKÛM-U ADEM,mo4xo0ko9wmo9 ao4do4mo0
MAHKÛM-U MUTLAK,mo4xo0ko9wmo9 mo9to0lo4fo2o0
MAHLÛK,mo4xo1o0lo9wfo2o0
MAHLÛT,mo4xo1o0lo9wto0
MAHREMİYET,mo4xo0ro4mu4bu2o4bo2o0
MAHRÛTÎ,mo4xo1o0ro9wtu4bu2
MAHSUD,mo4xo0so9wdo0
MAHSULÂT,mo4xo0zo9wlo4ebo2o0
MAHSÛR,mo4xo0zo9wro0
MAHVİYET,mo4xo0wu4bu2o4bo2o0
MAHZEN,mo4xo1o0ro1o4bo1o0
MAHZ-I ADÂLET,mo4xo0zo1u4 ao4do4elo4bo2o0
MAHZ-I EDEB,mo4xo0zo1u4 eo4do4bu1o0
MAHZ-I FAZL,mo4xo0zo1u4 fo1o4zo1o0lo0
MAHZ-I FAZL VE KEREM,mo4xo0zo1u4 fo1o4zo1o0lo0 wo4 ko4ro4mo0
MAHZ-I HAK,mo4xo0zo1u4 xo4fo2o0
MAHZ-I HAKİKAT,mo4xo0zo1u4 xo4fo2u4bu2fo2o4bo2o0
MAHZ-I HİDÂYET,mo4xo0zo1u4 hu4do4ebu2o4bo2o0
MAHZ-I HİKMET,mo4xo0zo1u4 xu4ko0mo4bo2o0
MAHZ-I Nİ'MET,mo4xo0zo1u4 bo1u4ao0mo4bo2o0
MAHZ-I RAHMET,mo4xo0zo1u4 ro4xo0mo4bo2o0
MAHZ-I TEVHÎD,mo4xo0zo1u4 bo2o4wo0xbu2do0
MAHZ-I VAHŞET,mo4xo0zo1u4 wo4xo0so3o4bo2o0
MAHZ-I VAHY-İ RABBÂNÎ,mo4xo0zo1u4 wo4xo0bu2u4 ro4bu1o4o8ebo1bu2
MAHZÛN,mo4xo0ro1o9wbo1o0
MÂ-İ RAHMET,mo4ecu4 ro4xo0mo4bo2o0
MÂİL-İ KAMER,mo4ebo5u4lu4 fo2o4mo4ro0
MAÎŞET-İ DÜNYEVİYE,mo4abu2so3o4bo2u4 do9bo1o0bu2o4wu4bu2o4h
MAKAM-I EBCEDÎ,mo4fo2o4emu4 eo4bu1o0xu1o4dbu2
MAKAM-I İDDİÂ,mo4fo2o4emu4 eu4du4o8ao4e
MAKAM-I MAHMÛD,mo4fo2o4emu4 mo4xo0mo9wdo0
MAKAM-I NÜFÛZ,mo4fo2o4emu4 bo1o9fo1o9wdo1o0
MAKARR-I SALTANAT,mo4fo2o4ru4o8 so4lo0to4bo1o4bo2o0
MAKARR-I SALTANAT-I EBEDÎYE,mo4fo2o4ru4o8 so4lo0to4bo1o4bo2u4 eo4bu1o4du4bu2o4h
MAKBÛL,mo4fo2o0bu1o9wlo0
MAKSAD-I DÜNYEVÎ,mo4fo2o0zo4du4 do9bo1o0bu2o4wbu2
MAKSÛD-U BİZZÂT,mo4fo2o0zo9wdo9 bu1u4eldo1o4o8ebo2o0
MAKSÛD-U HAKİKİ,mo4fo2o0zo9wdo9 xo4fo2bu2fo2bu2
MAKTÛL,mo4fo2o0bo2o9wlo0
MA'KÛL,mo4ao0fo2o9wlo0
MÂLÂYA'NÎ,mo4elo4e bu2o4ao0bo1bu2
MÂLİK-İ EBEDÎ,mo4elu4ku4 eo4bu1o4dbu2
MA'LÛL,mo4ao0lo9wlo0
MA'LÛM,mo4ao0lo9wmo0
MA'LÛMÂT,mo4ao0lo9wmo4ebo2o0
MA'LÛMÂT-I SÂBIKA,mo4ao0lo9wmo4ebo2u4 so4ebu1u4fo2o4h
MA'MÂFÎH,mo4ao4 mo4efo1bu2ho0
MA'MÛR,mo4ao0mo9wro0
MA'NÂ-YI HAKÎKÎ,mo4ao0bo1o4ebu2u4 xo4fo2bu2fo2bu2
MA'NÂ-YI HARFÎ,mo4ao0bo1o4ebu2u4 xo4ro0fo1bu2
MA'NÂ-YI İSMİ,mo4ao0bo1o4ebu2u4 eu4so0mu4bu2
MA'NÂ-YI İSMÎ,mo4ao0bo1o4ebu2u4 eu4so0mbu2
MA'NÂY-I MECÂZÎ,mo4ao0bo1o4ebu2u4 mo4xu1o4ero1bu2
MA'NÂ-YI ÖRFÎ,mo4ao0bo1o4ebu2u4 ao9ro0fo1bu2
MA'NÂ-YI SARÎH,mo4ao0bo1o4ebu2u4 zo4rbu2xo0
MA'NÂ-YI ZÂHİRÎ,mo4ao0bo1o4ebu2u4 to1o4ehu4rbu2
MA'NEN,mo4ao0bo1o44e
MA'NEVÎ TEVÂTÜR,mo4ao0bo1o4wbu2 bo2o4wo4ebo2o9ro0
MÂNİ',mo4ebo1u4ao0
MA'NİDÂR,mo4ao0bo1bu2do4ero0
MANYETİZMA,mo4ebo1o0bu2o4h bo2u4bu2ro1o0mo4h
MARAZ-I RÛHÂNÎ,mo4ro4zo1u4 ro9wxo4ebo1bu2
MARAZ-I RÛHÎ,mo4ro4zo1u4 ro9wxbu2
MARAZ-I VESVESE,mo4ro4zo1u4 wo4so0wo4so4h
MA'RİFET,mo4ao0ru4fo1o4bo2o0
MA'RİFET-İ İLÂHİYE,mo4ao0ru4fo1o4bo2u4 eu4lhu4bu2o4h
MA'RİFET-İ KÂMİLE,mo4ao0ru4fo1o4bo2u4 ko4emu4lo4h
MA'RİFET-İ KUDSİYE,mo4ao0ru4fo1o4bo2u4 fo2o9do0su4bu2o4h
MA'RÛF,mo4ao0ro9wfo1o0
MA'RÛZ,mo4ao0ro9wzo1o0
MA'RUZÂT,mo4ao0ro9wzo1o4ebo2o0
MASNÛ',mo4zo0bo1o9wao0
MASNÛÂT,mo4zo0bo1o9wao4ebo2o0
MASNÛ'İYET,mo4zo0bo1o9wau4bu2o4bo2o0
MASRÛFUN LEH,mo4zo0ro9wfo1o99 lo4ho0
MA'SÛM,mo4ao0zo9wmo0
MA'SUMÂNE,mo4ao0zo9wmo4ebo1o4h
MA'SÛMÂNE,mo4ao0zo9wmo4ebo1o4h
MÂŞÂLLÂH,mo4eso3o4eco4 ello8ho0
MA'ŞÛK,mo4ao0so3o9wfo2o0
MA'ŞÛKA,mo4ao0so3o9wfo2o4h
MA'ŞÛK-U MECÂZÎ,mo4ao0so3o9wfo2o9 mo4xu1o4ero1bu2
MATBÛ',mo4to0bu1o9wao0
MATBÛÂT,mo4to0bu1o9wao4ebo2o0
MATLÛB,mo4to0lo9wbu1o0
MA'TUF,mo4ao0to9wfo1o0
MÂYİ',mo4ebu2u4ao0
MAZHAR-I ENBİYÂ,mo4to1o0ho4ru4 eo4bo1o0bu1u4bu2o4e
MAZHAR-I ETEMM,mo4to1o0ho4ru4 eo4bo2o4mo8
MAZHAR-I MÜBÂHÂT,mo4to1o0ho4ru4 mo9bu1o4eho4ebo2o0
MAZHAR-I RAHMET-İ ÂLEM,mo4to1o0ho4ru4 ro4xo0mo4bo2u4 ao4elo4mo0
MAZHARİYET,mo4to1o0ho4ru4bu2o4bo2o0
MAZHARİYET-İ ESMÂ-YI İLÂHİYE,mo4to1o0ho4ru4bu2o4bo2u4 eo4so0mo4ebu2u4 eu4lhu4bu2o4h
MAZHARİYET-İ MÜNKEŞİFE,mo4to1o0ho4ru4bu2o4bo2u4 mo9bo1o0ko4so3u4fo1o4h
MÂZÎ,mo4ezo1bu2
MAZLÛM,mo4to1o0lo9wmo0
MAZMÛN,mo4zo1o0mo9wbo1o0
MAZNÛN,mo4to1o0bo1o9wbo1o0
MAZRÛF,mo4to1o0ro9wfo1o0
MA'ZÛR,mo4ao0do1o9wro0
MEAL-İ İCMALÎ,mo4eo6lu4 eu4xu1o0mo4elu4bu2
MEÂL-İ İCMÂLÎ,mo4bo5o4elu4 eu4xu1o0mo4elbu2
MEBDE'-İ CİHÂD,mo4bu1o0do4eo5u4 xu1u4ho4edo0
