abes,abu1bo3
şişeye,so3yso3h||yh
şişeyi,so3yso3h||yy
şişirmesiyle,so3yso3yrmsylh
şişler,so3yso3lr
şişli'de,so3yso3lydh
şişmekte,so3yso3mkdh
şişti,so3yso3dy
şita,so3bo2e
şitab,so3bo2ebu1
şitaiye,so3bo2eyo5yh
şitası,so3bo2esy
şive,so3ywh
şive-i,so3ywh'u4
şivelerini,so3ywh||lrybo1y
şiveleriyle,so3ywh||lrylh
şivenizle,so3ywh||ko3ro1lh
şivesi,so3ywh||sy
şivesiyle,so3ywh||sylh
şiveyi,so3ywh||yy
şoför,so3wfo1wr
şoförün,so3wfo1wrko3
şoförünü,so3wfo1wrybo1y
şöhret,so3hrbo2
şöhret-i,so3hrbo2u4
şöhret-perest,so3hrbo2||bu3rsbo2
şöhret-perestlik,so3hrbo2||bu3rsbo2lk
şöhret-şiar,so3hrbo2||so3aer
şöhret-şiar-ı,so3hrbo2||so3aeru4
şöhrete,so3hrbo2h
şöhretgîr,so3o9hrbo2ko7yr
şöhretgîr-i,so3hrbo2ko7yru4
şöhretgir-i,so3hrbo2ko7yru4
şöhreti,so3hrbo2y
şöhretin,so3hrbo2ko3
şöhretinden,so3hrbo2bo1dbo1
şöhretini,so3hrbo2bo1y
şöhretiyle,so3hrbo2ylh
şöhretle,so3hrbo2lh
şöhretli,so3hrbo2ly
şöhretperest,so3hrbo2||bu3rsbo2
şöhretperestlerin,so3hrbo2||bu3rsbo2lrko3
şöhretperestliğe,so3hrbo2||bu3rsbo2lko7h
şöhretperestliğin,so3hrbo2||bu3rsbo2lko7ko3
şöhretperestliğinin,so3hrbo2||bu3rsbo2lko7bo1ko3
şöhretperestlik,so3hrbo2||bu3rsbo2lk
şöhretperestlikle,so3hrbo2||bu3rsbo2lklh
şöhretperestlikten,so3hrbo2||bu3rsbo2lkdbo1
şöhretperverane,so3hrbo2||bu3rwrebo1h
şöhretşiar,so3hrbo2||so3aer
şöhretşiar-ı,so3hrbo2||so3aeru4
şöhretten,so3hrbo2dbo1
şöyle,so3wylh
şöylece,so3wylh||xu1h
şöyledir,so3wylh||dr
şöyledirler,so3wylh||drlr
şöyleki,so3wylh||kh
şu,so3w
şu'be,so3abu1h
şu'benin,so3abu1h||bo1ko3
şu'besi,so3abu1h||sy
şu'le,so3alh
şu'le'nin,so3alh||bo1ko3
şu'le-feşan,so3alh||fo1so3ebo1
şu'le-i,so3alh'u4
şu'ledar,so3alh||der
şu'lefeşan,so3alh||fo1so3ebo1
şu'lefeşanın,so3o9alh||fo1so3ebo1ko3
şu'lefeşanının,so3alh||fo1so3ebo1bo1ko3
şu'lelendir,so3alh||lbo1dyr
şu'lelendirmiş,so3alh||lbo1dyrmso3
şu'leleri,so3alh||lry
şu'lelerinin,so3alh||lrybo1ko3
şu'leleriyle,so3alh||lrylh
şu'lenin,so3alh||bo1ko3
şu'lesi,so3alh||sy
şu'lesidir,so3alh||sydr
şu'lesinde,so3alh||sbo1dh
şu'lesini,so3alh||sbo1y
şu'lesinin,so3alh||sbo1ko3
şu'leyi,so3alh||yy
şu'muyla,so3wo5mylh
şua,so3aea
şua',so3aea
şua'-ı,so3aeau4
# şua'a,so3aeah
şuâ'a,so3aeah
şua'da,so3aeadh
şua'dadır,so3aeadh||dr
şua'daki,so3aeadh||ky
şua'dan,so3aeadbo1
şua'ı,so3aeay
şua'ıdır,so3aeaydr
şua'ın,so3aeako3
şua'ından,so3aeabo1dbo1
şua'ını,so3aeabo1y
şua'ının,so3aeabo1ko3
şua'ları,so3aealry
şua'nın,so3aeako3
şua'ya,so3aeah
şua'yı,so3aeay
şua-ı,so3aeau4
şua-i,so3aeau4
şuaa,so3aeah
şuaat,so3aeaebo2
şuaat'ta,so3aeaebo2dh
şuaat-barika-i,so3aeaebo2 bu1erfo2h'u4
şuâât-barika-i,so3aeaebo2 bu1erfo2h'u4
şuaat-ı,so3aeaebo2u4
şuâât-ı,so3aeaebo2u4
şuaat-ü,so3aeaebo2
şuaatı,so3aeaebo2y
şuââtı,so3aeaebo2y
şuaatından,so3aeaebo2bo1dbo1
şuaatını,so3aeaebo2bo1y
şuaatının,so3aeaebo2bo1ko3
şuaatıyla,so3aeaebo2ylh
şuââtiyle,so3aeaebo2ylh
şuab-ı,so3abu1u4
şuada,so3aeadh
şuadır,so3aeadr
şuaı,so3aeay
şuaıdır,so3aeaydr
şuaın,so3aeako3
şuâın,so3aeako3
şuaına,so3aeabo1h
şuâından,so3aeabo1dbo1
şuaını,so3aeabo1y
şuâını,so3aeabo1y
şuaının,so3aeabo1ko3
şuaıyla,so3aeaylh
şualandırır,so3aealebo1dyrr
şualar,so3aealr
şualar'a,so3aealrh
şualar'da,so3aealrdh
şualar'ı,so3aealry
şualar'ın,so3aealrko3
şualara,so3aealrh
şualardan,so3aealrdbo1
şualardır,so3aealrdr
şuaları,so3aealry
şuâları,so3aealry
şualarıdır,so3aealrydr
şuâlarıdır,so3aealrydr
şualarıdırlar,so3aealrydrlr
şuaların,so3aealrko3
şualarına,so3aealrybo1h
şuâlarına,so3ae alrybo1h
şualarından,so3aealrbo1dbo1
şuâlarından,so3aealrbo1dbo1
şualarını,so3aealrybo1y
şualarının,so3aealrybo1ko3
şualarıyla,so3aealrylh
şuâlariyle,so3aealrylh
şualarla,so3aealrlh
şuanın,so3aeako3
şuara,so3arec
şuara-yı,so3areyu4
şuarakasidelerinde,so3arec  fo2zydh||lrbo1dh
şuaranın,so3arebo1ko3
şuaraya,so3areyh
şuayb,so3aybu1
şuayb'dan,so3ao4ybu1dbo1
şuayb'ın,so3aybu1ko3
şuayb-ı,so3aybu1u4
şubat,so3bu1et
şubatın,so3bu1etko3
şube-i,so3abu1h||'u4
şubede,so3abu1h||dh
şubedir,so3o9ao0bu1h||dr
şubeler,so3o9ao0bu1h||lr
şubelere,so3o9ao0bu1h||lrh
şubeleri,so3o9ao0bu1h||lry
şubelerin,so3abu1h||lrko3
şubelerinde,so3abu1h||lrbo1dh
şubelerinden,so3o9ao0bu1h||lrbo1dbo1
şubelerine,so3abu1h||lrybo1h
şubelerini,so3o9ao0bu1h||lrybo1y
şubelerinin,so3o9ao0bu1h||lrybo1ko3
şubenin,so3abu1h||bo1ko3
şubeniz,so3abu1h||ko3ro1
şubesi,so3o9ao0bu1h||sy
şubesidir,so3abu1h||sydr
şubesinde,so3abu1h||sbo1dh
şubesinden,so3o9ao0bu1h||sbo1dbo1
şubeye,so3o9ao0bu1h||yh
şucûn,so3xu1wbo1
şudur,so3wdr
şudurki,so3wdrkh
şuhud,so3hwd
şuhud'un,so3hwdko3
şuhud-u,so3hwdu4
şuhuda,so3hwdh
şuhudda,so3hwddh
şuhuddan,so3hwddbo1
şuhuddur,so3hwddr
şuhuddurlar,so3hwddrlr
şuhuden,so3hwdo44e
şuhudî,so3hwdy
şuhudîdir,so3hwdydr
şuhudîye,so3hwdy||yh
şuhudiye,so3hwdyh
şuhûdiyle,so3hwdylh
şuhudla,so3hwdlh
şuhudu,so3hwdy
şuhudumuzda,so3hwdymro1dh
şuhudun,so3hwdko3
şuhûdun,so3hwdko3
şuhuduna,so3hwdybo1h
şuhudunda,so3hwdbo1dh
şuhudundadır,so3hwdbo1dh||dr
şuhudunu,so3hwdybo1y
şuhuduyla,so3hwdylh
şuhur-u,so3hwru4
şuhurun,so3hwrko3
şûle,so3alh
şûle-i,so3alh'u4
şuna,so3wko3e
şunda,so3wbo1dh
şundan,so3wbo1dbo1
şundandır,so3wbo1dbo1dr
şunlar,so3wbo1lr
şunlara,so3wbo1lrh
şunlardır,so3wbo1lrdr
şunları,so3wbo1lry
şunların,so3wbo1lrko3
şunu,so3wbo1y
şunun,so3wbo1ko3
şununla,so3wbo1ko3lh
şûra,so3wry
şûra'nın,so3wry||bo1ko3
şûra-yı,so3wreyu4
şuracıkta,so3wrexu1fo2dh
şurada,so3wredh
şurada-burada,so3wredh bu1wredh
şuradadır,so3wredh||dr
şuradaki,so3wredh||ky
şûradır,so3wredr
şûralar,so3wry||lr
şûranın,so3wry||bo1ko3
şurası,so3wresy
şurasını,so3wresbo1y
şuraya,so3wreyh
şûraya,so3wry||yh
şurayı,so3wreyy
şûrayı,so3wry||yy
şûre,so3wrh
şûrede,so3wrh||dh
şûrelerinden,so3wrh||lrbo1dbo1
şûresinden,so3wrh||sbo1dbo1
şûrezâr,so3wrh||ro1er
şûristan,so3wrsbo2ebo1
şûristana,so3wrsbo2ebo1h
şûristanda,so3wrsbo2ebo1dh
şurû',so3rwa
şurub,so3rwbu1
şuruba,so3rwbu1h
şurubu,so3rwbu1y
şuruptur,so3rwbu1dr
şuubat-ı,so3abu1ebo2u4
şuubata,so3abu1ebo2h
şuubatta,so3abu1ebo2dh
şuûbu,so3awbu1y
şuun,so3yo5wbo1
şuûn,so3yo5wbo1
şuûn-u,so3yo5wbo1
şuun-u,so3yo5wbo1u4
şuunat,so3yo5wbo1ebo2
şuûnat,so3yo5wbo1ebo2
şuunat-ı,so3yo5wbo1ebo2u4
şuunât-ı,so3yo5wbo1ebo2u4
şuûnât-ı,so3yo5wbo1ebo2u4
şuunata,so3yo5wbo1ebo2h
şuunatı,so3yo5wbo1ebo2y
şuunatın,so3yo5wbo1ebo2ko3
şuunatına,so3yo5wbo1ebo2bo1h
şuûnatına,so3yo5wbo1ebo2bo1h
şuunatında,so3yo5wbo1ebo2bo1dh
şuunatından,so3yo5wbo1ebo2bo1dbo1
şuunatını,so3yo5wbo1ebo2bo1y
şuunâtını,so3yo5wbo1ebo2bo1y
şuûnâtını,so3yo5wbo1ebo2ko3y
şuunatının,so3yo5wbo1ebo2bo1ko3
şuunatıyla,so3yo5wbo1ebo2ylh
şuunâtiyle,so3yo5wbo1ebo2ylh
şuunatla,so3yo5wbo1ebo2lh
şuunatta,so3yo5wbo1ebo2dh
şuunattan,so3yo5wbo1ebo2dbo1
şuunattır,so3yo5wbo1ebo2dr
şuunda,so3yo5wbo1dh
şuunu,so3yo5wbo1y
şuunun,so3yo5wbo1ko3
şuununa,so3yo5wbo1bo1h
şuûnuna,so3yo5wbo1bo1h
şuununda,so3yo5wbo1bo1dh
şuunundan,so3yo5wbo1bo1dbo1
şuur,so3awr
şuur-u,so3awru4
şuura,so3awrh
şuurane,so3awrebo1h
şuurca,so3awrxu1h
şuurda,so3awrdh
şuurdan,so3awrdbo1
şuurdarane,so3awrderebo1h
şuurdur,so3awrdr
şuuren,so3awro44e
şuurî,so3awry
şuuriye-i,so3awryh'u4
şuuriyedir,so3awryh||dr
şuurkârane,so3awrkerebo1h
şuurla,so3awrlh
şuurlara,so3awrlrh
şuurları,so3awrlry
şuurlu,so3awrly
şuursuz,so3awrsro1
şuûrsuz,so3awrsro1
şuursuzların,so3awrsro1lrko3
şuursuzluklarıyla,so3awrsro1lfo2lrylh
şuursuzluktan,so3awrsro1lfo2dbo1
şuuru,so3awry
şuurudur,so3awrydr
şuurum,so3awrm
şuurumda,so3awrmdh
şuurumu,so3awrymy
şuurumun,so3awrymko3
şuurumuz,so3awrymro1
şuurumuza,so3awrymro1h
şuurun,so3awrko3
şuuruna,so3awrybo1h
şuurunda,so3awrko3dh
şuurunla,so3awrko3lh
şuurunu,so3awrybo1y
şuurunun,so3awrybo1ko3
şuurunuz,so3awryko3ro1
şuurunuza,so3awryko3ro1h
şuurunuzun,so3awryko3ro1ko3
şuuruyla,so3awrylh
şuûruyla,so3awrylh
şuzûzat-ı,so3do1wdo1ebo2u4
şübban-ı,so3bu1o8ebo1u4
şübeh,so3bu1h
şübehat,so3bu1hebo2
şübehat-âlûd,so3bu1hebo2||eo6lwd
şübehat-ı,so3bu1hebo2u4
şübehata,so3bu1hebo2h
şübehatı,so3bu1hebo2y
şübehatın,so3bu1hebo2ko3
şübehatından,so3bu1hebo2bo1dbo1
şübehatını,so3bu1hebo2bo1y
şübehatıyla,so3bu1hebo2ylh
şübehatta,so3bu1hebo2dh
şübehattan,so3bu1hebo2dbo1
şübehi,so3o9bu1o4hy
şübhe,so3bu1hh
şübhe-i,so3bu1hh'u4
şübhecileri,so3bu1hh||xu1ylry
şübhedar,so3bu1hh||der
şübheden,so3bu1hh||dbo1
şübhelendim,so3bu1hh||lbo1dm
şübhelendirmesin,so3bu1hh||lbo1dyrmh||sybo1
şübheler,so3bu1hh||lr
şübhelerden,so3bu1hh||lrdbo1
şübhelere,so3bu1hh||lrh
şübheleri,so3bu1hh||lry
şübhelerim,so3bu1hh||lrm
şübhelerin,so3bu1hh||lrko3
şübhelerinde,so3bu1hh||lrbo1dh
şübhelerine,so3bu1hh||lrybo1h
şübhelerini,so3bu1hh||lrybo1y
şübhelerinin,so3bu1hh||lrybo1ko3
şübheleriniz,so3bu1hh||lryko3ro1
şübheleriyle,so3bu1hh||lrylh
şübhelerle,so3bu1hh||lrlh
şübheli,so3bu1hh||ly
şübhelidir,so3bu1hh||lydr
şübhelilere,so3bu1hh||lylrh
şübhem,so3bu1hh||m
şübhemiz,so3bu1hh||mro1
şübhen,so3bu1hh||ko3
şübhenin,so3bu1hh||bo1ko3
şübheniz,so3bu1hh||ko3ro1
şübhenizi,so3bu1hh||ko3ro1y
şübhesi,so3bu1hh||sy
şübhesini,so3bu1hh||sbo1y
şübhesiz,so3bu1hh||sro1
şübhesizdir,so3bu1hh||sro1dr
şübheye,so3bu1hh||yh
şübheyi,so3bu1hh||yy
şücun,so3xu1wbo1
şüheda,so3hde
şüheda-i,so3hdecu4
şüheda-yı,so3hdeyu4
şühedalara,so3hdelrh
şühedanın,so3hdebo1ko3
şühedanıza,so3hdeko3ro1h
şühedasından,so3hdesbo1dbo1
şühedayı,so3hdeyy
şühud,so3hwd
şühudu,so3hwdy
şühudun,so3hwdko3
şükr,so3kr
şükr-ü,so3kru4
şükran,so3krebo1
şükran-ı,so3krebo1u4
şükrana,so3krebo1h
şükrandan,so3krebo1dbo1
şükrandır,so3krebo1dr
şükranı,so3krebo1y
şükranım,so3krebo1m
şükranımızı,so3krebo1mro1y
şükranımızın,so3krebo1mro1ko3
şükranız,so3krebo1ro1
şükraniye,so3krebo1yh
şükraniyesi,so3krebo1yh||sy
şükraniyeyi,so3krebo1yh||yy
şükrâniyyesi,so3krebo1yh||sy
şükranla,so3krebo1lh
şükranlarıma,so3krebo1lrymh
şükranlarımı,so3krebo1lrymy
şükranlarımız,so3krebo1lrymro1
şükranlarımızı,so3krebo1lrymro1y
şükranlarımla,so3krebo1lrmlh
şükranlarını,so3krebo1lrybo1y
şükre,so3krh
şükredeceğim,so3kr eydh||xu1ko7m
şükredeceğimi,so3kr eydh||xu1ko7my
şükredecek,so3kr eydh||xu1k
şükreder,so3kr eydr
şükrederek,so3kr eydh||rk
şükrederim,so3kr eydrm
şükrederiz,so3kr eydrro1
şükrederken,so3kr eydrkbo1
şükrederlerse,so3kr eydrlrsh
şükredersiniz,so3kr eydrsko3ro1
şükredeyim,so3kr eydh||ym
şükredilmeli,so3kr eydylmh||ly
şükredilmezse,so3kr eydylmro1sh
şükredilse,so3kr eydylsh
şükrediniz,so3kr eydyko3ro1
şükredip,so3kr eydwbu1
şükrediyordu,so3kr eydyywrdy
şükrediyorlar,so3kr eydyywrlr
şükrediyorum,so3kr eydyywrm
şükrediyoruz,so3kr eydyywrro1
şükret,so3kr eybo2
şükretmeğe,so3kr eybo2mko7h
şükretmek,so3kr eybo2mk
şükretmekle,so3kr eybo2mklh
şükretmektir,so3kr eybo2mkdr
şükretmeli,so3kr eybo2mly
şükretmelidir,so3kr eybo2mh||lydr
şükretmelisiniz,so3kr eybo2mh||lysko3ro1
şükretmeliyiz,so3kr eybo2mly||yro1
şükretmemiz,so3kr eybo2mh||mro1
şükretmesin,so3kr eybo2mh||sybo1
şükretmeye,so3kr eybo2mko7h
şükretmeyelim,so3kr eybo2myh||lm
şükretmeyen,so3kr eybo2mh||ybo1
şükretmeyenleri,so3kr eybo2mh||ybo1lry
şükretmeyerek,so3kr eybo2myh||rk
şükretmişler,so3kr eybo2mso3lr
şükretmiştir,so3kr eybo2mso3dr
şükretse,so3kr eybo2sh
şükretsek,so3kr eybo2sh||k
şükretsem,so3kr eybo2sh||m
şükretseniz,so3kr eybo2sh||ko3ro1
şükretsin,so3kr eybo2sybo1
şükretsinler,so3kr eybo2sybo1lr
şükrettiğini,so3kr eybo2dyko7bo1y
şükrettik,so3kr eybo2dk
şükrettiler,so3kr eybo2dylr
şükrettim,so3kr eybo2dm
şükrettirdi,so3kr eybo2dyrdy
şükrettirecek,so3kr eybo2dyrh||xu1k
şükrettirmek,so3kr eybo2dyrmk
şükrettirmekten,so3kr eybo2dyrmkdbo1
şükreyle,so3kr eo5ylh
şükreyledim,so3kr eo5ylh||dm
şükreylesem,so3kr eo5ylh||sh||m
şükrî,so3kry
şükrolsun,so3kr ewlswbo1
şükrü,so3kry
şükrü'nün,so3krybo1ko3
şükrüm,so3krm
şükrüme,so3krymh
şükrümle,so3krmlh
şükrümü,so3krymy
şükrümüzü,so3krymro1y
şükrün,so3krko3
şükründe,so3krbo1dh
şükrüne,so3krybo1h
şükrünü,so3krybo1y
şükrünüzü,so3kryko3ro1y
şükûf-misal,so3kwfo1||mbo3el
şükufe-i,so3kwfo1h'u4
şükûfe-misal,so3kwfo1h||mbo3el
şükuk,so3kwk
şükûk,so3kwk
şükûkata,so3kwkebo2h
şükûke,so3kwkh
şükûkun,so3kwkko3
şükür,so3kr
şükürce,so3krxu1h
şükürde,so3krdh
şükürden,so3krdbo1
şükürdür,so3krdr
şükürle,so3krlh
şükürler,so3krlr
şükürleri,so3krlry
şükürlerine,so3krlrybo1h
şükürlerini,so3krlrybo1y
şükürlerle,so3krlrlh
şükürsüz,so3krsro1
şükürsüzlüğün,so3krsro1lko7ko3
şükürsüzlük,so3krsro1lk
şükürsüzlükle,so3krsro1lklh
şümer-il,so3o9mo4ru4 el
şümul,so3mwl
şümul-u,so3mwlu4
şümul-ü,so3mwlu4
şümulleri,so3mwllry
şümullerine,so3mwllrybo1h
şümullü,so3mwlly
şümulü,so3mwly
şümulünde,so3mwlbo1dh
şümulünden,so3mwlbo1dbo1
şümulüne,so3mwlbo1h
şümulünü,so3mwlbo1y
şümulüyle,so3mwlylh
şümus,so3mws
şümusa,so3mwsh
şümusun,so3mwsko3
şümus-u,so3mwsu4
şümusa,so3mwsh
şümusiyeyi,so3mwsyh||yy
şümustur,so3mwsdr
şümusu,so3mwsy
şüphe,so3bu1hh
şüpheler,so3bu1hh||lr
şüphemiz,so3bu1hh||mro1
şüphen,so3bu1hh||ko3
şüphenin,so3bu1hh||bo1ko3
şüphesiz,so3bu1hh||sro1
şüpheye,so3bu1hh||yh
şürb,so3rbu1
şürbün,so3rbu1ko3
şürbünde,so3rbu1bo1dh
şürbünden,so3rbu1bo1dbo1
şürehbil-el,so3o9ro4xbu1yl el
şürekaya,so3rkeyh
şüru',so3rwa
şürur,so3rwr
şüruru,so3rwry
şüvazlı,so3weto1ly
şüyû',so3ywa
şüyuhatını,so3ywxo1bo2bo1y
şüzuz,so3do1wdo1
şüzuzat-ı,so3do1wdo1ebo2u4
şüzuzatıyla,so3do1wdo1ebo2ylh
şüzuzları,so3do1wdo1lry
şüzuzunu,so3do1wdo1ybo1y
t,t%?
ta,bo2e
tâ,bo2e
tâ,bo2e
ta'cib,bo2axu1ybu1
ta'cil,bo2axu1yl
ta'cili,bo2axu1yly
ta'ciz,bo2axu1yro1
ta'dad,bo2aded
ta'dadda,bo2adeddh
ta'dadı,bo2adedy
ta'dadına,bo2adedybo1h
ta'dadında,bo2adedbo1dh
ta'dadından,bo2adedbo1dbo1
ta'dadıyla,bo2adedylh
ta'dil,bo2adyl
ta'dil-i,bo2adylu4
ta'dilât,bo2adylebo2
ta'dilâtla,bo2adylebo2lh
ta'dilden,bo2adyldbo1
ta'dile,bo2adylh
ta'dili,bo2adyly
ta'dilimden,bo2adylmdbo1
ta'dilime,bo2adylmh
ta'diline,bo2adylbo1h
tâ'ları,bo2elry
ta'lîk,bo2alyfo2
ta'lîkat,bo2alyfo2ebo2
ta'lik,bo2alyfo2
ta'likat,bo2alyfo2ebo2
ta'likat'tan,bo2alyfo2ebo2dbo1
ta'liken,bo2alyfo2o44e
ta'liki,bo2alyfo2y
ta'lil,bo2alyl
ta'mid,bo2amyd
ta'mik,bo2amyfo2
ta'mimdir,bo2amymdr
ta'mime,bo2amymh
ta'mimi,bo2amymy
ta'mimine,bo2amymbo1h
tâ'nın,bo2ebo1ko3
ta'nif,bo2abo1yfo1
ta'nifte,bo2abo1yfo1dh
ta'riz,bo2aryzo1
ta'rizat-ı,bo2aryzo1ebo2u4
ta'rizde,bo2aryzo1dh
ta'rizdir,bo2aryzo1dr
ta'rize,bo2aryzo1h
ta'rizen,bo2aryzo1o44e
ta'rizi,bo2aryzo1y
ta'rizler,bo2aryzo1lr
ta'til,bo2atyl
ta'til-i,bo2atylu4
ta'tildir,bo2atyldr
ta'tile,bo2atylh
ta'tili,bo2atyly
ta'tilinden,bo2atylbo1dbo1
ta'tilini,bo2atylbo1y
ta'tiliyle,bo2atylylh
ta'vik,bo2awyfo2
ta'yib,bo2ayybu1
ta'zib,bo2ado1ybu1
ta'zim,bo2ato1ym
ta'zimat,bo2ato1ymebo2
ta'zimatımı,bo2ato1ymebo2my
ta'zimden,bo2ato1ymdbo1
ta'zime,bo2ato1ymh
ta'zimi,bo2ato1ymy
ta'zimiyem,bo2ato1ymyh||m
ta'zimkârane,bo2ato1ymkerebo1h
ta'zimle,bo2ato1ymlh
ta'ziye,bo2aro1yh
ta'ziyeden,bo2aro1yh||dbo1
ta'ziyemizi,bo2aro1yh||mro1y
ta'ziyename,bo2aro1yh||bo1emh
ta'ziyenamedir,bo2aro1yh||bo1emh||dr
ta'ziyenamesi,bo2aro1yh||bo1emh||sy
ta'ziyesi,bo2aro1yh||sy
ta'ziyesine,bo2aro1yh||sbo1h
ta'ziyetlerimi,bo2aro1ybo2lrymy
ta-i,bo2ecu4
taabbüd,bo2abu1o8d
taabbüdî,bo2o4abu1o8o9dy
taabbüdîlik,bo2o4abu1o8o9dylk
taabbüdle,bo2abu1o8dlh
taaccüb,bo2axu1o8bu1
taaccüb-ü,bo2axu1o8bu1u4
taaccübde,bo2axu1o8bu1dh
taaccübden,bo2axu1o8bu1dbo1
taaccübdür,bo2axu1o8bu1dr
taaccübe,bo2axu1o8o8bu1h
taaccübî,bo2axu1o8bu1y
taaccüble,bo2axu1o8bu1lh
taaccüblerini,bo2axu1o8bu1lrybo1y
taaccübü,bo2axu1o8bu1y
taaccübümden,bo2axu1o8bu1mdbo1
taaddüd,bo2ado8d
taaddüd-ü,bo2ado8du4
taaddüdde,bo2ado8ddh
taaddüde,bo2ado8dh
taaddüdü,bo2ado8dy
taaddüdüne,bo2ado8dybo1h
taaddüdünü,bo2ado8dybo1y
taaffün,bo2afo1o8bo1
taaffünatı,bo2afo1o8bo1ebo2y
taaffünattan,bo2afo1o8bo1ebo2dbo1
taaffünü,bo2afo1o8bo1y
taahhüd,bo2aho8d
taahhüd-ü,bo2aho8du4
taahhüde,bo2aho8dh
taahhüdleri,bo2aho8dlry
taahhüdlerine,bo2aho8dlrybo1h
taahhüdü,bo2aho8dy
taakkul,bo2afo2o8l
taakkulde,bo2afo2o8ldh
taakkulî,bo2afo2o8ly
taalluk,bo2alo8fo2
taallûk,bo2alo8fo2
taalluk-u,bo2alo8fo2u4
taallûk-u,bo2alo8fo2u4
taallukat,bo2alo8fo2ebo2
taallukat-ı,bo2alo8fo2ebo2u4
taallukatı,bo2alo8fo2ebo2y
taallukatımda,bo2alo8fo2ebo2mdh
taallukatına,bo2alo8fo2ebo2bo1h
taallukatınızdan,bo2alo8fo2ebo2ko3ro1dbo1
taallukatıyla,bo2alo8fo2ebo2ylh
taallukatlarını,bo2alo8fo2ebo2lrybo1y
taallukları,bo2alo8fo2lry
taalluklarına,bo2alo8fo2lrybo1h
taalluku,bo2alo8fo2y
taallûku,bo2alo8fo2y
taallukuna,bo2alo8fo2bo1h
taallûkuna,bo2alo8fo2bo1h
taallukundan,bo2alo8fo2bo1dbo1
taallukunu,bo2alo8fo2bo1y
taallûkunu,bo2alo8fo2bo1y
taallukuyla,bo2alo8fo2ylh
taallül,bo2alo8l
taallüm,bo2alo8m
taallüme,bo2alo8mh
taallümle,bo2alo8mlh
taallümü,bo2alo8my
taallümünde,bo2alo8mbo1dh
taallümünden,bo2alo8mbo1dbo1
taam,taem
taama,taemh
taamda,taemdh
taamdan,taemdbo1
taamen,taemo44e
taamı,taemy
taamın,taemko3
taamında,tambo1dh
taamıyla,taemylh
taamiye,taemyh
taamiyenin,taemyh||bo1ko3
taamiyeyi,taemyh||yy
taamiyyenin,taemyh||bo1ko3
taamla,taemlh
taamlar,taemlr
taamlara,taemlrh
taamlardan,taemlrdbo1
taamları,taemlry
taamların,taemlrko3
taamlarına,taemlrybo1h
taamlarını,taemlrybo1y
taamlarının,taemlrybo1ko3
taamlarla,taemlrlh
taammüd,bo2amo8d
taammüldür,bo2amo8ldr
taammüm,bo2amo8m
taammümünün,bo2amo8mybo1ko3
taannüde,bo2abo1o8dh
taarruz,bo2aro8zo1
taarruz-u,bo2aro8zo1u4
taarruza,bo2aro8zo1h
taarruzda,bo2aro8zo1dh
taarruzdan,bo2aro8zo1dbo1
taarruzdur,bo2aro8zo1dr
taarruziye,bo2aro8zo1yh
taarruziyeden,bo2aro8zo1yh||dbo1
taarruziyeye,bo2aro8zo1yh||yh
taarruzla,bo2aro8zo1lh
taarruzlar,bo2aro8zo1lr
taarruzlara,bo2aro8zo1lrh
taarruzlarda,bo2aro8zo1lrdh
taarruzlardan,bo2aro8zo1lrdbo1
taarruzları,bo2aro8zo1lry
taarruzların,bo2aro8zo1lrko3
taarruzlarına,bo2aro8zo1lrybo1h
taarruzlarını,bo2aro8zo1lrybo1y
taarruzu,bo2aro8zo1y
taarruzumuzdan,bo2aro8zo1mro1dbo1
taarruzun,bo2aro8zo1ko3
taarruzuna,bo2aro8zo1bo1h
taarruzunda,bo2aro8zo1bo1dh
taarruzundan,bo2aro8zo1bo1dbo1
taarruzunu,bo2aro8zo1bo1y
taarrüf,bo2aro8fo1
taarrüf-ü,bo2aro8fo1u4
taarrüftür,bo2aro8fo1dr
taarrüfünü,bo2aro8fo1bo1y
taâruz,bo2aerzo1
taâruzan,bo2aerzo1o44e
taassub,bo2azo8bu1
taassub-u,bo2azo8bu1u4
taassuba,bo2azo8bu1h
taassubat-ı,bo2azo8bu1ebo2u4
taassubdan,bo2azo8bu1dbo1
taassubkâranesini,bo2azo8bu1kerebo1h||sbo1y
taassubla,bo2azo8bu1lh
taassubları,bo2azo8bu1lry
taassublarıdır,bo2azo8bu1lrydr
taassublarında,bo2azo8bu1lrbo1dh
taassublarından,bo2azo8bu1lrbo1dbo1
taassublarının,bo2azo8bu1lrbo1ko3
taassublu,bo2azo8bu1ly
taassubu,bo2azo8bu1y
taassubun,bo2azo8bu1ko3
taassubuna,bo2azo8bu1bo1h
taassubunu,bo2azo8bu1bo1y
taassubuyla,bo2azo8bu1ylh
taaşşuk,bo2aso3o8fo2
taaşşukla,bo2aso3o8fo2lh
taat,teabo2
tâat,teabo2
taata,teabo2h
taate,teabo2h
taaten,teaho2o44
taatinden,teabo2bo1dbo1
taatlardan,teabo2lrdbo1
taatle,teabo2lh
tâatle,teabo2lh
taatta,teabo2dh
taattan,teabo2dbo1
taatte,teabo2dh
taattuf,bo2ato8fo1
taattufunu,bo2ato8fo1bo1y
taayyün,bo2ayo8bo1
taayyünat,bo2ayo8bo1ebo2
taayyünat-ı,bo2ayo8bo1ebo2u4
taayyünât-ı,bo2ayo8bo1ebo2u4
taayyünatlarıyla,bo2ayo8bo1ebo2lrylh
