a,h
fesahat,fo1zexbo2
fesâne,fo1sebo1h
fesat,fo1sed
fesh,fo1sxo1
fetâ,fo1bo2y
fetâvâ,fo1bo2ewy
feth,fo1bo2x
fetîle,fo1bo2bu2lh
fetret,fo1bo2rbo2
fettâh,fo1bo2ex
fettan,fo1bo2ebo1
fetvâ,fo1bo2wy
fevâhiş,fo1wexso3
fevâid,fo1webo5d
fevâkih,fo1wekh
fevâris,fo1wers
fevc,fo1wxu1
feverân,fo1wrebo1
fevk,fo1wfo2
fevkalâde,fo1wfo2 elaedh
fevkalbeşer,fo1wfo2 elbu1so3r
fevkalferd,fo1wfo2 elfo1rd
fevkalhad,fo1wfo2 elxd
fevkânî,fo1wfo2ebo1y
fevkattabîa,fo1wfo2 eltbu1bu2ah
fevren,fo1wre
fevrî,fo1wry
fevt,fo1wbo2
fevvâre,fo1werh
feyezân,fo1bu2zo1ebo1
feyiz,fo1bu2zo1
feylesof,fo1bu2lswfo1
feyyâz,fo1bu2ezo1
feyz,fo1bu2zo1
feyzbahş,fo1bu2zo1 bu1xo1so3
fezâ,fo1zo1e
fezâil,fo1zo1ebo5l
fezleke,fo1do1lkh
fıdda,fo1zo1h
fıkarât,fo1fo2rebo2
fıkdân,fo1fo2debo1
fıkh,fo1fo2h
fıkra,fo1fo2rh
fırak,fo1rfo2
fırka,fo1rfo2h
fırsat,fo1rzbo2
fısk,fo1sfo2
fıskiyye,fo1sfo2bu2h
fıtnat,fo1tbo1bo2
fıtra,fo1trh
fıtrat,fo1trbo2
fıtraten,fo1trbo2e
fıtrî,fo1try
fî,fo1y
fîât,fo1bu2bo5ebo2
figân,fo1ao1ebo1
fihris,fo1hrs
fikir,fo1kr
fikr,fo1kr
fikren,fo1kre
fikrî,fo1kry
fikriyyât,fo1kryebo2
fil,fo1bu2l
fi'l,fo1al
filâhat,fo1lexbo2
filasl,fo1y elezl
fi'len,fo1ale
filhakîka,fo1y elxfo2bu2fo2h
filhâl,fo1y elxel
fi'liyyât,fo1albu2ebo2
filiz,fo1lro1
filmesel,fo1y elmbo3l
filvâki,fo1y elwefo2a
fimaba'd,fo1bu2mebu1ad
fîmâba'd,fo1y me bu1ad
fînefsilemr,fo1y bo1fo1s elemr
firâk,fo1refo2
firâr,fo1rer
firârî,fo1rery
firâvân,fo1rewebo1
fir'avn,fo1rawbo1
firâz,fo1rero1
firdevs,fo1rdws
fireng,fo1rbo1ko7
firîfte,fo1ryfo1bo2h
firistâde,fo1rsbo2edh
firişte,fo1rso3bo2h
firiştehû,fo1rso3bo2h xo1w
firkat,fo1rfo2bo2
fîrûz,fo1bu2rwro1
fîrûze,fo1bu2rwro1h
fîrûzefâm,fo1bu2rwro1h fo1em
fîsebîlillah,fo1y sbu1bu2l ellh
fiskos,fo1sfo2ws
fiten,fo1bo2bo1
fitne,fo1bo2bo1h
fityân,fo1bo2bu2ebo1
fortuna,fo1wrtbo1h
fuâd,fo1wo5ed
fuhş,fo1xso3
fuhuş,fo1xso3
fukahâ,fo1fo2he
fukarâ,fo1fo2re
fûlâd,fo1wled
furkân,fo1rfo2ebo1
fursat,fo1rzbo2
fursatcû,fo1rzbo2 xu1w
fusahâ,fo1zxe
fusûl,fo1zwl
fuzalâ,fo1zo1le
fuzûl,fo1zo1wl
fuzûlî,fo1zo1wly
füceten,fo1xu1bo5ho2
fücûr,fo1xu1wr
fülân,fo1lebo1
fülfül,fo1lfo1l
füls,fo1ls
fülûs,fo1lws
fünûn,fo1bo1wbo1
fürs,fo1rs
fürû',fo1rwa
fürûğ,fo1rwao1
fürûht,fo1rwxo1bo2
fürûmâye,fo1rwmeyh
fürûzân,fo1rwro1ebo1
füshat,fo1sxbo2
füsûn,fo1swbo1
füsûnger,fo1swbo1ko7r
füsürde,fo1srdh
fütâde,fo1bo2edh
fütûhât,fo1bo2wxebo2
fütûr,fo1bo2wr
fütüvvet,fo1bo2wbo2
füyûz,fo1bu2wzo1
füzûn,fo1ro1wbo1
gabâvet,ao1bu1ewbo2
gabî,ao1bu1y
gabn,ao1bu1bo1
gaddâr,ao1der
gadr,ao1dr
gaffâr,ao1fo1er
gâfil,ao1efo1l
gaflet,ao1fo1lbo2
gafleten,ao1fo1lho2
gafûr,ao1fo1wr
gâib,ao1ebo5bu1
gâile,ao1ebo5lh
gâita,ao1ebo5th
galat,ao1lt
galebe,ao1lbu1h
galeyân,ao1lbu2ebo1
gâlib,ao1elbu1
gâliba,ao1elbu1e
gâlibiyyet,ao1elbu1bu2bo2
galîz,ao1lbu2to1
galle,ao1lh
gam,ao1m
gâmız,ao1emzo1
gammâz,ao1mero1
gamnâk,ao1mbo1ek
ganâim,ao1bo1ebo5m
ganem,ao1bo1m
ganî,ao1bo1y
ganîmet,ao1bo1bu2mbo2
gâr,ao1er
garâbet,ao1rebu1bo2
garâib,ao1rebo5bu1
garâm,ao1rem
garaz,ao1rzo1
garazâlûd,ao1rzo1 eo6lwd
garazkâr,ao1rzo1ker
garb,ao1rbu1
garben,ao1rbu1e
garbî,ao1rbu1y
garbiyyûn,ao1rbu1bu2wbo1
gâret,ao1erbo2
gâretger,ao1erbo2ko7r
garîb,ao1rybu1
garibü'd-diyâr,ao1rybu1 eldyer
garîk,ao1ryfo2
garîze,ao1ryro1h
garizî,ao1ryro1y
gark,ao1rfo2
garrâ,ao1re
gars,ao1rs
gasb,ao1zbu1
gaseyan,ao1zbu2ebo1
gâsıb,ao1zbu2bu1
gasl,ao1sl
gassâl,ao1sel
gâşiye,ao1eso3bu2h
gaşy,ao1so3y
gavgâ,ao1wao1e
gavvâs,ao1wez
gâyât,ao1eyebo2
gayb,ao1eybu1
gaybûbet,ao1bu2bu1wbu1bo2
gâye,ao1eyh
gâyet,ao1eybo2
gaym,ao1bu2m
gayr,ao1bu2r
gayrendîş,ao1bu2r ebo1dyso3
gayret,ao1bu2rbo2
gayretkeş,ao1bu2rbo2kso3
gayretmend,ao1bu2rbo2mbo1d
gayriyyet,ao1bu2rybo2
gayyâ,ao1bu2e
gayz,ao1bu2to1
gazâ,ao1ro1e
gazab,ao1zo1bu1
gazâl,ao1ro1el
gazanfer,ao1zo1bo1fo1r
gazavât,ao1ro1webo2
gazel,ao1ro1l
gazelhân,ao1ro1l xo1webo1
gazeliyyât,ao1ro1lbu2ebo2
gazelserâ,ao1ro1l sre
gazî,ao1ero1y
gazve,ao1ro1wh
gıbta,ao1bu1th
gıdâ,ao1de
gılâf,ao1lefo1
gıllügış,ao1l w ao1so3
gılmân,ao1lmebo1
gılzet,ao1lto1bo2
gınâ,ao1bo1e
gırbâl,ao1rbu1el
gışâ,ao1so3e
gışş,ao1so3
gıyâb,ao1bu2ebu1
gıyâben,ao1bu2ebu1e
gıyâs,ao1bu2ebo3
gıybet,ao1bu2bu1bo2
gonca,ao1bo1xu1h
goncaruhsâr,ao1bo1xu1h rxo1ser
gonce,ao1bo1xu1h
goncedehân,ao1bo1xu1h dhebo1
gubâr,ao1bu1er
gubârâlûd,ao1bu1er eo6lwd
gudde,ao1dh
guded,ao1dd
gufrân,ao1fo1rebo1
gûk,ao1wk
gulâm,ao1lem
gulât,ao1lebo2
gulgule,ao1lao1lh
gumûm,ao1mwm
gunûde,ao1bo1wdh
gurâb,ao1rebu1
gurbet,ao1rbu1bo2
gurbetzede,ao1rbu1bo2 ro1dh
gurebâ,ao1rbu1e
gurrân,ao1rebo1
gurre,ao1rh
gurûb,ao1rwbu1
gurûr,ao1rwr
gusl,ao1sl
gusn,ao1zbo1
gussa,ao1zh
hâ,xo1e
hâ,he
hâb,xo1webu1
habâb,xbu1ebu1
habâbe,xbu1ebu1h
habâis,xo1bu1ebo5bo3
hâbâlûd,xo1webu1 eo6lwd
hâbâlûde,xo1webu1 eo6lwdh
habâset,xo1bu1ebo3bo2
habb,xbu1
habbât,xbu1ebo2
habbâz,xo1bu1ero1
habbe,xbu1h
habbezâ,xbu1do1e
habbülbülûğ,xbu1 elbu1lwao1
hâbcâme,xo1webu1 xu1emh
haber,xo1bu1r
haberdar,xo1bu1rder
habeşe,xbu1so3h
hâbgâh,xo1webu1ko7eh
habîb,xbu1bu2bu1
habîr,xo1bu1bu2r
habis,xo1bu1bu2bo3
habl,xbu1l
hablülmesâkin,xbu1l elmsekbo1
hâbnâk,xo1webu1bo1ek
hâbnâme,xo1webu1 bo1emh
habr,xbu1r
habs,xbu1s
habshâne,xbu1s xo1ebo1h
habt,xo1bu1t
habtühata,xo1bu1t w xo1te
hac,xexu1
hacâlet,xo1xu1elbo2
hacâletâver,xo1xu1elbo2 eo6wr
hacamat,xxu1embo2
hacâmet,xxu1embo2
hâcât,xexu1ebo2
haccâm,xxu1em
haccar,xxu1er
hâcce,xexu1h
hâce,xo1wexu1h
hâcegân,xo1wexu1ko7ebo1
hâcegî,xo1wexu1ko7y
hacel,xo1xu1l
hacer,xxu1r
hâceserâ,xo1wexu1h sre
hâcet,xexu1bo2
hâcetmend,xexu1bo2mbo1d
hacı,xexu1y
hacıyân,xexu1bu2ebo1
hâcî,hexu1y
hâcib,xexu1bu1
hacîl,xo1xu1bu2l
hâcir,hexu1r
hâciz,xexu1ro1
hacle,xxu1lh
haclegâh,xxu1lh ko7eh
haclet,xo1xu1lbo2
hacletâver,xo1xu1lbo2 eo6wr
hacm,xxu1m
hacmen,xxu1me
hacz,xxu1ro1
hadâik,xdebo5fo2
hadd,xd
hadd,xo1d
hâdd,xed
haddâ',xo1dea
haddâd,xded
haddâdî,xdedy
hadeb,xdbu1
hadem,xo1dm
hademe,xo1dmh
hadeng,xo1dbo1ko7
hader,xo1dr
hades,xds
hâdi',xo1eda
hâdî,hedy
hadîka,xdyfo2h
hâdim,xo1edm
hâdime,xo1edmh
hadîs,xdybo3
hâdis,xedbo3
hâdisat,xedbo3ebo2
hâdise,xedbo3h
hadnâşinas,xdbo1eso3bo1es
hadrâ,xzo1re
hads,xds
hadşe,xo1dso3h
hadşeâver,xo1dso3h eo6wr
hafâ,xo1fo1e
hafâfîş,xo1fo1efo1bu2so3
hafâgâh,xo1fo1eko7eh
hafâir,xfo1ebo5r
hafakan,xo1fo1fo2ebo1
hafâyâ,xo1fo1eye
hafız,xefo1to1
hafıza,xefo1to1h
hafî,xo1fo1y
hâfî,xefo1y
hafîd,xfo1bu2d
hafîde,xfo1bu2dh
hafif,xo1fo1bu2fo1
hafîr,xfo1bu2r
hâfir,xefo1r
hafiyyât,xo1fo1bu2ebo2
hafiyye,xo1fo1bu2h
hafiyyen,xo1fo1bu2e
hafr,xfo1r
hafriyyât,xfo1ryebo2
haftân,xo1fo1bo2ebo1
hâh,xo1weh
hâhân,xo1wehebo1
hâher,xo1wehr
hâherzâde,xo1wehrro1edh
hâhiş,xo1wehso3
hâhişger,xo1wehso3ko7r
hâhişkâr,xo1wehso3ker
hâhişkerde,xo1wehso3 krdh
hâhnâhâh,xo1weh bo1exo1weh
hâif,xo1ebo5fo1
hâifen,xo1ebo5fo1e
hâil,hebo5l
hâin,xo1ebo5bo1
hâinâne,xo1ebo5bo1ebo1h
hâiz,xebo5ro1
hâk,xo1ek
Hak Teâlâ,xfo2 bo2aely
hakâik,xfo2ebo5fo2
hakan,xo1efo2ebo1
hakâret,xfo2erbo2
hakaretâmiz,xfo2erbo2 eo6mbu2ro1
hakâyık,xfo2eyfo2
hâkbîz,xo1ek bu1bu2ro1
hakem,xkm
hâkezâ,hkdo1e
hakgû,xfo2 ko7w
hâkî,xeky
hâkî,xo1eky
hakîkat,xfo2bu2fo2bo2
hakîkaten,xfo2bu2fo2ho2
hakikî,xfo2bu2fo2y
hakikiye,xfo2bu2fo2bu2h
hakîm,xkbu2m
Hâkim,xekm
hâkimiyet,xekmbu2bo2
hakîr,xfo2bu2r
hâkister,xo1eksbo2r
hâkisterî,xo1eksbo2ry
hakk,xfo2
hakk,xk
hakkâk,xkek
hakkaniyet,xfo2ebo1bu2bo2
hâkrûb,xo1ekrwbu1
hakşinas,xfo2 so3bo1es
hakşinâsî,xfo2 so3bo1esy
hal',xo1la
hâl,xel
hâl,xo1el
hâl,xo1el
halâ,xo1le
hâlâ,xele
halâik,xo1lebo5fo2
halâl,xo1lel
halâs,xo1lez
halaskâr,xo1lezker
hâlâşina,xel eo6so3bo1e
hâlât,xelebo2
halâvet,xlewbo2
haldâr,xo1elder
hâle,xo1elh
hâle,helh
halecan,xo1lxu1ebo1
halef,xo1lfo1
halel,xo1ll
haleldâr,xo1llder
halen,xele
hâlet,xelbo2
halhal,xo1lxo1el
hâlık,xo1elfo2
hâlî,xo1ely
halîb,xlbu2bu1
halîc,xo1lbu2xu1
hâlid,xo1eld
halîfe,xo1lbu2fo1h
halihazır,xel xezo1r
hâlik,xo1elfo2
hâlikiyet,xo1elfo2bu2bo2
halîm,xlbu2m
hâlis,xo1elz
hâlisâne,xo1elzebo1h
halîta,xo1lbu2th
hâliyâ,xelbu2e
halk,xlfo2
halk,xo1lfo2
halka,xlfo2h
halkabegûş,xlfo2h bu1ko7wso3
halkiyat,xo1lfo2bu2ebo2
hall,xl
hallâc,xlexu1
hallâk,xo1lefo2
hallâl,xlel
hallüfasl,xl w fo1zl
halt,xo1lt
halûk,xo1lwfo2
halvet,xo1lwbo2
halvetgâh,xo1lwbo2ko7eh
ham,xo1em
ham,xo1m
hamâil,xmebo5l
hamâkat,xmefo2bo2
hamâme,xmemh
hamâse,xmesh
hamâset,xmesbo2
hamd,xmd
hâme,xo1emh
hamel,xml
hamelât,xmlebo2
hâmî,xemy
hâmid,xemd
hamîde,xo1mbu2dh
hâmil,xeml
hâmile,xemlh
hamîr,xmbu2r
hâmis,xo1ems
hâmisen,xo1emse
hâmiş,hemso3
hâmiz,xemzo1
haml,xml
hamle,xmlh
hammâl,xmel
hammâm,xmem
hammâr,xo1mer
hamr,xo1mr
hamrâ,xo1mre
hams,xo1ms
hamse,xo1msh
hamsin,xo1msbu2bo1
hamûl,xmwl
hamûle,xmwlh
hâmûn,hemwbo1
hâmûş,xo1emwso3
hamyâze,xo1mbu2ero1h
hamz,xmzo1
hân,xo1webo1
hân,xo1webo1
hanâzir,xo1bo1ero1yr
hancer,xo1bo1xu1r
hancere,xbo1xu1rh
handan,xo1bo1debo1
hande,xo1bo1dh
handek,xo1bo1dfo2
handerûy,xo1bo1dh rwy
hâne,xo1ebo1h
hanedan,xo1ebo1debo1
hâneharâb,xo1ebo1h xo1rebu1
hânende,xo1webo1bo1dh
hânkah,xo1ebo1fo2eh
hânman,xo1ebo1mebo1
hannas,xo1bo1es
hânsâlar,xo1webo1 seler
hânüman,xo1ebo1mebo1
hapis,xbu1s
hapishane,xbu1s xo1ebo1h
har,xo1r
hâr,xo1er
hâr,xo1wer
hâr,xo1wer
harâb,xo1rebu1
harâbat,xo1rebu1ebo2
harâbe,xo1rebu1h
harâc,xo1rexu1
haram,xrem
harâmi,xremy
haramzâde,xrem ro1edh
harâret,xrerbo2
harâtin,xo1retbu2bo1
harb,xrbu1
harbe,xrbu1h
harbiye,xrbu1bu2h
harbüze,xo1rbu1ro1h
harc,xo1rxu1
harçeng,xo1rxu3bo1ko7
hardal,xo1rdl
hâre,xo1erh
harekât,xrkebo2
hareke,xrkh
hareket,xrkbo2
harem,xrm
haremserây,xrm srey
harf,xrfo1
hargâh,xo1rko7eh
hargûş,xo1rko7wso3
hârî,xo1wery
hârib,herbu1
hâric,xo1erxu1
hâricen,xo1erxu1e
hâricî,xo1erxu1y
hariciye,xo1erxu1bu2h
harîd,xo1ryd
harîdâr,xo1ryder
harîf,xryfo1
harîk,xryfo2
hârika,xo1erfo2h
hârikulâde,xo1erfo2 elaedh
harîm,xrym
harîm-i ismet,xrym azmbo2
harîr,xryr
harîrî,xryry
harîs,xryz
hâris,xerbo3
hâris,xers
hâristan,xo1ersbo2ebo1
harita,xo1ryth
harmen,xo1rmbo1
harmengâh,xo1rmbo1ko7eh
harmühre,xo1rmhrh
harnub,xo1rbo1wbu1
hârpuşt,xo1erbu3so3bo2
hârr,xer
harrât,xo1ret
hars,xrbo3
harsî,xrbo3y
harvâr,xo1rwer
hârzâr,xo1erro1er
has,xo1s
hâs,xo1ez
hasâdet,xsedbo2
hasâil,xo1zebo5l
hasâis,xo1zebo5z
hasâr,xo1ser
hasarât,xo1srebo2
hasardîde,xo1serdydh
hasâret,xo1serbo2
hasâset,xo1sesbo2
hasb,xsbu1
hasbe,xzbu1h
hasbelkader,xsbu1 elfo2dr
hasbetenlillah,xsbu1ho2 llh
hasbihal,xsbu1 xel
hasbü'l-mâhiye,xsbu1 elmehbu2h
hasebe,xzbu1h
hased,xsd
hasen,xsbo1
hasenât,xsbo1ebo2
hasene,xsbo1h
hasenülhulk,xsbo1 elxo1lfo2
hasf,xo1sfo1
hâsıd,xezd
hâsıl,xezl
hâsılat,xezlebo2
hasım,xo1zm
hasîb,xsbu2bu1
hâsid,xesd
hasîn,xzbu2bo1
hasîr,xzbu2r
hâsir,xo1esr
hasis,xo1sbu2s
hasîsa,xo1zbu2zh
hasiy,xo1zy
haslet,xo1zlbo2
hasm,xo1zm
hasmâne,xo1zmebo1h
hasmî,xo1zmy
hasnâ,xsbo1e
hasr,xzr
hasret,xsrbo2
hasretkeş,xsrbo2 kso3
hassa,xo1ezh
hassâd,xzed
hassas,xses
hassâsiyyet,xsesbu2bo2
hâsse,xo1ezh
hâsseten,xo1ezho2
haste,xo1sbo2h
hâste,xo1esbo2h
hâste,xo1wesbo2h
hastegî,xo1sbo2ko7y
hâstgâr,xo1wesbo2ko7er
hâstgârî,xo1wesbo2ko7ery
hasûd,xswd
hasûdâne,xswdebo1h
hasûdî,xswdy
hâşâ,xeso3e
hâşâk,xo1eso3ek
haşeb,xo1so3bu1
haşem,xso3m
haşerat,xso3rebo2
haşere,xso3rh
haşhaş,xo1so3xo1eso3
haşîn,xo1so3bu2bo1
hâşiye,xeso3bu2h
haşmet,xso3mbo2
haşmetmeab,xso3mbo2 meo6bu1
haşmgîn,xo1so3mko7bu2bo1
haşr,xso3r
haşv,xso3w
haşyet,xo1so3bu2bo2
haşyetengiz,xo1so3bu2bo2 ebo1ko7bu2ro1
hatâ,xo1te
hataâlûd,xo1te eo6lwd
hatab,xtbu1
hatâbahş,xo1te bu1xo1so3
hatâen,xo1tec
hatâiyyât,xo1tebo5bu2ebo2
hatakâr,xo1teker
hatâpûş,xo1tebu3wso3
hatar,xo1tr
hatarât,xo1trebo2
hatarnâk,xo1trbo1ek
hatâyâ,xo1teye
hâtem,xo1ebo2m
hâtıf,hebo2fo1
hâtır,xo1etr
hâtıra,xo1etrh
hâtırat,xo1etrebo2
hâtırâzâr,xo1etr eo6ro1er
hâtırâzürde,xo1etr eo6ro1rdh
hâtırşinâs,xo1etrso3bo1es
hatîa,xo1tbu2bo5h
hatîb,xo1tbu2bu1
hâtime,xo1ebo2mh
hatîr,xo1tbu2r
hatm,xo1bo2m
hatn,xo1bo2bo1
hatt,xo1t
hatta,xbo2y
hattâ,xbo2y
hattâb,xtebu1
hattat,xo1tet
hatve,xo1twh
havâ,hwe
havadar,hweder
havâdis,xwedbo3
havaî,hwebo5y
havale,xwelh
havali,xwely
havârik,xo1werfo2
havâss,xo1wez
havâyic,xweyxu1
hâven,hewbo1
hâver,xo1ewr
hâveran,xo1ewrebo1
hâverşinas,xo1ewrso3bo1es
havf,xo1wfo1
havfnâk,xo1wfo1bo1ek
hâvî,xewy
havl,xwl
havsala,xwzlh
havz,xwzo1
hayâ,xbu2e
hayâl,xo1bu2el
hayâlât,xo1bu2elebo2
hayâlen,xo1bu2ele
hayâlet,xo1bu2elbo2
hayalî,xo1bu2ely
hayalperest,xo1bu2el bu3rsbo2
hayat,xbu2ebo2
hayatbahş,xbu2ebo2 bu1xo1so3
hayatî,xbu2ebo2y
hayâtiyyât,xbu2ebo2bu2ebo2
hâye,xo1eyh
hayf,xbu2fo1
hayır,xo1bu2r
hayırhah,xo1bu2rxo1weh
hayl,xo1bu2l
hayli,xo1bu2ly
hayme,xo1bu2mh
haymegâh,xo1bu2mh ko7eh
haymenişin,xo1bu2mh bo1so3bu2bo1
hayr,xo1bu2r
hayran,xbu2rebo1
hayrendiş,xo1bu2rebo1dyso3
hayret,xbu2rbo2
hayretbahş,xbu2rbo2 bu1xo1so3
hayretkâr,xbu2rbo2 ker
hayretzede,xbu2rbo2 ro1dh
haysiyyet,xbu2bo3bu2bo2
hayvan,xbu2webo1
hayvanî,xbu2webo1y
hayvaniye,xbu2webo1bu2h
hayy,xy
hayyât,xo1bu2et
hayye,xbu2h
hayyir,xo1bu2r
hayz,xo1bu2zo1
hazâin,xo1ro1ebo5bo1
hazân,xo1ro1ebo1
hazar,xzo1r
hazer,xdo1ro1
hazerat,xzo1rebo2
hazf,xdo1fo1
hâzık,xedo1fo2
hazır,xezo1r
hâzırûn,xezo1rwbo1
hâzi,xo1ezo1a
hazîn,xro1ybo1
hâzin,xo1ero1bo1
hazine,xo1ro1ybo1h
hazinedar,xo1ro1ybo1h der
hazîre,xto1bu2rh
hazm,xzo1m
hazret,xzo1rbo2
hazz,xto1
hebâ,hbu1e
hecâ,hxu1e
hecâgû,hxu1eko7w
hecîn,hxu1bu2bo1
hecr,hxu1r
hedâyâ,hdeye
hedef,hdfo1
heder,hdr
hediyye,hdyh
heft,hfo1bo2
heftâd,hfo1bo2ed
hefte,hfo1bo2h
heftevreng,hfo1bo2 ewrbo1ko7
helâhil,hlehl
helâk,hlek
helal,xlel
helalzâde,xlel ro1edh
helezon,xlro1wbo1
helva,xlwe
helvafurûş,xlwe fo1rwso3
helvâyî,xlweyy
hem,hm
hemâgûş,hm eo6ko7wso3
hemâheng,hm eo6hbo1ko7
heman,hmebo1
hemânâ,hmebo1e
hemandem,hmebo1dm
hemânend,hmebo1bo1d
hemasr,hm azr
hemâvâz,hm eo6wero1
hembâz,hmbu1ero1
hemcins,hm xu1bo1s
hemcivâr,hm xu1wer
hemçü,hmxu3w
hemdem,hmdm
hemderd,hm drd
hemdîger,hmdyko7r
heme,hmh
hemegân,hmko7ebo1
hemfikr,hmfo1kr
hemginân,hmko7bo1ebo1
hemhudûd,hm xdwd
hemin,hmbu2bo1
hemîşe,hmbu2so3h
hemkadd,hm fo2d
hemkâr,hmker
hemkîş,hmkbu2so3
hemm,hm
hemnâm,hmbo1em
hempâ,hmbu3e
hemrâh,hmreh
hemrâz,hmrero1
hemrîş,hmryso3
hemsâl,hmsel
hemsâye,hmseyh
hemsefer,hmsfo1r
hemser,hmsr
hemsinn,hm sbo1
hemsohbet,hm zxbu1bo2
hemşehrî,hm so3hry
hemşîre,hmso3bu2rh
hemtâ,hmbo2e
hemvâr,hmwer
hemvâre,hmwerh
hemyân,hmbu2ebo1
hemzâd,hmro1ed
hemze,hmro1h
hemzebân,hmro1bu1ebo1
henâzir,xo1bo1ero1yr
hendesî,hbo1dsy
hengâm,hbo1ko7em
hengâme,hbo1ko7emh
henüz,hbo1wro1
her,hr
herâyîne,hr eo6ybu2bo1h
herbâr,hrbu1er
hercâî,hrxu1ebo5y
hercümerc,hrxu1 w mrxu1
herçend,hrxu3bo1d
herçibâdâbâd,hrxu3h bu1ede bu1ed
herdem,hrdm
herem,hrm
hergele,xo1rko7lh
hergiz,hrko7ro1
herze,hrro1h
herzegû,hrro1h ko7w
herzegûyî,hrro1h ko7wyy
hesâb,xsebu1
hestî,hsbo2y
heşt,hso3bo2
heştâd,hso3bo2ed
hetk,hbo2k
hettâk,hbo2ek
hevâ,hwe
hevâdâr,hweder
hevâdâr,hweder
hevâperest,hwebu3rsbo2
heves,hws
hevesât,hwsebo2
hevesdâr,hwsder
heveskâr,hwsker
hevl,hwl
hevlnâk,hwlbo1ek
heyâkil,hbu2ekl
heyecân,hbu2xu1ebo1
heyelân,hbu2lebo1
hey'et,hbu2bo5bo2
hey'etşinâs,hbu2bo5bo2 so3bo1es
heyhât,hbu2hebo2
heykel,hbu2kl
heykeltıraş,hbu2kl bo2reso3
heyûlâ,hbu2wle
heyzüm,hbu2ro1m
hezâr,hro1er
hezârân,hro1erebo1
hezârân,hro1erebo1
hezârdestân,hro1erdsbo2ebo1
hezârpâ,hro1erbu3e
hezeyân,hro1yebo1
hezîmet,hro1ymbo2
hezl,hro1l
hezlgû,hro1l ko7w
hıdiv,xo1dyw
hıfz,xfo1to1
hıfzıssıhha,xfo1to1 elzxh
hılt,xo1lt
hınâ,xbo1e
hınzîr,xo1bo1ro1yr
hırâmân,xo1remebo1
hıred,xo1rd
hıredmend,xo1rdmbo1d
hırka,xo1rfo2h
hırkapûş,xo1rfo2h bu3wso3
hırmân,xrmebo1
hırs,xrz
hırs,xo1rs
hırz,xrro1
hısâl,xo1zel
hısn,xzbo1
hışım,xo1so3m
hışm,xo1so3m
hışmgîn,xo1so3mko7bu2bo1
hışt,xo1so3bo2
hıtat,xo1tt
hıtta,xo1th
hıyâbân,xo1bu2ebu1ebo1
hıyânet,xo1bu2ebo1bo2
hıyânetkâr,xo1bu2ebo1bo2ker
hıyâr,xo1bu2er
hıyre,xo1bu2rh
hıyreçeşm,xo1bu2rh xu3so3m
hıyreser,xo1bu2rh sr
hibâb,xbu1ebu1
hibâle,xbu1elh
hibe,hbu1h
hibr,xbu1r
hibre,xo1bu1rh
hicâ,hxu1e
hicâb,xxu1ebu1
hicaz,xxu1ero1
hiciv,hxu1w
hicr,hxu1r
hicrân,hxu1rebo1
hicret,hxu1rbo2
hicv,hxu1w
hicviyye,hxu1wyh
hîç,hbu2xu3
hîçkes,hbu2xu3ks
hidâ',xo1dea
hidayet,hdeybo2
hiddet,xdbo2
hidemat,xo1dmebo2
hidiv,xo1dyw
hidmet,xo1dmbo2
hidmetkâr,xo1dmbo2ker
hiffet,xo1fo1bo2
hijdeh,hro3dh
hîk,xo1bu2k
hikâyât,xkeyebo2
hikâyet,xkeybo2
hikem,xkm
hikmet,xkmbo2
hikmetşinâs,xkmbo2 so3bo1es
hilâf,xo1lefo1
hilâl,xo1lel
hilâl,hlel
hil'at,xo1labo2
hîle,xbu2lh
hîlebaz,xbu2lh bu1ero1
hîlekâr,xbu2lh ker
hilkat,xo1lfo2bo2
hilm,xlm
hilye,xlbu2h
himâr,xmer
himaye,xmeyh
hîme,hbu2mh
himem,hmm
himmet,hmbo2
hîn,xbu2bo1
hinduvâne,hbo1dwebo1h
hirâs,hres
hired,xo1rd
hiref,xrfo1
hirem,hrm
hirfet,xrfo1bo2
hirmân,xrmebo1
hisâb,xsebu1
hisân,xzebo1
hisar,xzer
hiss,xs
hisse,xzh
hissedar,xzh der
hisset,xo1sbo2
hisseyâb,xzh yebu1
hissî,xsy
hiss-i kablelvukû,xs fo2bu1l elwfo2wa
hissiyât,xsbu2ebo2
hissiye,xsbu2h
hîş,xo1wyso3
hitâb,xo1tebu1
hitâbe,xo1tebu1h
hitabet,xo1tebu1bo2
hitâm,xo1bo2em
hitan,xo1bo2ebo1
hiyel,xbu2l
hizâ,xdo1e
hizâb,xo1bu2ro1ebu1
hizâne,xo1ro1ebo1h
hizb,xro1bu1
hizmet,xo1dmbo2
hoca,xo1wexu1h
hod,xo1wd
hodbehod,xo1wdbu1xo1wd
hodbin,xo1wdbu1bu2bo1
hodkâm,xo1wdkem
hodrey,xo1wdrey
hodsitâ,xo1wdsbo2e
hokka,xfo2h
hokkabaz,xfo2h bu1ero1
hoşab,xo1wso3ebu1
hoşaf,xo1wso3ebu1
hoşâmedgû,xo1wso3 eo6md ko7w
hoşâvâz,xo1wso3 eo6wero1
hoşbû,xo1wso3bu1w
hoşgüvâr,xo1wso3 ko7wer
hoşnûd,xo1so3bo1wd
hoşrû,xo1wso3 rw
hoşsohbet,xo1wso3 zxbu1bo2
hû,hw
hub,xbu1
hûb,xo1wbu1
